Rec,Inf,UID,Name,Position,Club,Nat,Height,Weight,Age,Transfer Value,Wage,Preferred Foot,Left Foot,Right Foot,Personality,Media Handling,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
- - -,Loa,43390484,Musa Juwara,"AM (RL), ST (C)",Bologna,GAM,170 cm,63 kg,20,£130K - £400K,"£7,750 p/w",Left Only,Very Strong,Weak,Balanced,Level-headed,5,7,12,13,12,6,4,12,4,2,9,11,4,11,12,9,8,9,7,9,11,12,8,12,4,12,9,12,16,16,7,4,12,15,10,5,1,1,1,1,3,2,2,3,2,4,1
- - -,,91172522,Flavius Daniliuc,D (RC),Salernitana,AUT,188 cm,83 kg,21,£4M - £12M,"£10,750 p/w",Right,Fairly Strong,Very Strong,Resolute,Reserved,6,7,12,6,12,5,13,7,11,13,14,7,15,12,14,13,13,10,10,13,15,11,6,8,13,15,12,13,13,11,13,13,16,13,13,15,1,1,1,1,1,1,3,3,1,4,1
- - -,nEU,2000013778,Marko Lazetić,ST (C),Milan,SRB,192 cm,80 kg,18,£1.7M - £5.2M,"£5,250 p/w",Right,Reasonable,Very Strong,Jovial,Media-friendly,8,8,12,11,13,8,12,10,5,7,9,11,7,13,11,11,10,11,9,10,9,13,7,13,12,7,8,12,11,11,11,14,12,13,12,13,1,3,2,3,3,1,3,1,2,3,1
- - -,,43039784,Francesco Rossi,GK,Atalanta,ITA,193 cm,86 kg,31,£80K - £240K,"£3,200 p/w",Right Only,Weak,Very Strong,Fairly Professional,Level-headed,2,1,3,1,8,5,8,3,3,1,7,2,2,8,5,13,13,11,12,12,13,5,12,5,12,11,9,10,10,11,11,15,13,10,14,12,13,11,11,6,11,10,11,10,10,8,13
- - -,,43384567,Alessandro Russo,GK,Sassuolo,ITA,193 cm,82 kg,21,£1.1M - £3.4M,"£1,800 p/w",Right Only,Weak,Very Strong,Fairly Ambitious,Level-headed,3,2,3,2,4,6,4,1,3,2,6,3,3,5,10,11,10,11,12,11,13,4,10,4,12,10,7,9,11,12,13,17,12,13,14,14,15,9,12,8,11,12,12,13,13,12,10
- - -,,18108550,Koni De Winter,D (C),Empoli,BEL,191 cm,78 kg,20,£700K - £2.1M,"£6,000 p/w",Right,Reasonable,Very Strong,Fairly Determined,Level-headed,7,10,12,7,12,8,13,7,6,13,12,7,13,11,9,13,11,11,10,12,15,11,9,8,13,13,11,10,12,12,14,13,16,14,13,13,1,1,3,3,1,1,4,2,1,3,3
- - -,,43009443,Milan Đurić,ST (C),Verona,BIH,199 cm,94 kg,32,Not for Sale,"£21,500 p/w",Right,Weak,Very Strong,Professional,Level-headed,3,3,5,12,12,6,19,10,3,5,14,14,5,13,14,15,16,12,13,14,17,7,11,15,9,18,11,18,11,9,16,18,16,11,12,19,1,2,2,2,1,2,4,3,1,2,1
- - -,,43425493,Tommaso Milanese,M/AM (C),Cremonese,ITA,173 cm,73 kg,19,£1.8M - £5.2M,£725 p/w,Right,Reasonable,Very Strong,Fairly Determined,Level-headed,11,10,12,10,14,9,10,12,7,10,13,9,10,13,14,13,13,11,12,11,15,11,9,13,10,13,12,15,13,14,11,8,14,13,12,8,2,2,2,2,3,2,2,1,1,1,1
- - -,Loa,83209465,Ronaldo Camará,M/AM (C),Brianza,POR,175 cm,69 kg,19,£550K - £1.7M,"£3,200 p/w",Right,Weak,Very Strong,Balanced,Outspoken,11,12,13,10,13,11,8,13,4,8,14,8,8,14,14,12,12,8,9,10,12,10,10,11,9,10,14,10,11,11,15,8,14,11,10,10,1,3,4,3,2,2,1,2,1,2,3
- - -,,43140327,Samuele Perisan,GK,Empoli,ITA,192 cm,82 kg,24,£35K - £100K,"£4,900 p/w",Right,Reasonable,Very Strong,Fairly Loyal,Level-headed,1,1,1,1,5,1,5,1,1,1,5,1,1,3,8,10,12,7,10,10,13,3,11,3,9,11,5,13,8,13,11,9,11,10,11,13,11,15,13,6,12,11,13,11,14,13,12
- - -,Sus,13158219,Orji Okwonkwo,"AM (RL), ST (C)",Bologna,NGA,178 cm,72 kg,24,£85K - £250K,"£3,100 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,8,10,13,11,10,6,8,10,5,4,10,10,5,11,11,12,9,12,10,10,10,13,5,13,3,10,9,14,15,13,10,7,9,15,13,12,2,2,3,2,1,2,3,1,3,4,1
- - -,,43297394,Antonino Gallo,D/WB/M (L),Salento,ITA,183 cm,74 kg,22,£1.5M - £4.4M,"£6,250 p/w",Left,Very Strong,Weak,Fairly Professional,Reserved,9,14,14,7,14,9,9,9,12,11,13,7,13,13,13,11,11,10,11,11,14,12,10,13,12,11,10,11,14,14,11,10,14,14,14,10,2,1,3,2,2,3,1,2,4,1,1
- - -,Inj,24053180,Kristijan Bistrović,"DM, M (C)",Salento,CRO,188 cm,84 kg,24,£1.5M - £4.6M,"£16,500 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,10,10,12,10,12,12,7,12,4,12,10,11,13,12,11,13,13,13,12,13,12,8,13,12,11,15,13,13,12,12,11,13,15,13,13,13,1,2,3,1,1,3,3,3,2,3,4
- - -,,43372277,Alessandro Cortinovis,"M (C), AM (LC)",Verona,ITA,180 cm,74 kg,21,£1.2M - £3.6M,£525 p/w,Right,Reasonable,Very Strong,Resolute,Reserved,7,11,15,10,15,9,7,10,5,6,12,8,7,14,17,13,11,11,11,12,16,15,9,13,5,12,13,14,12,14,12,9,16,12,11,8,2,2,3,2,3,1,3,2,1,2,2
- - -,,85145172,Armand Laurienté,"AM (RL), ST (C)",Sassuolo,FRA,177 cm,79 kg,23,£4.3M - £13M,"£17,000 p/w",Right,Reasonable,Very Strong,Fairly Determined,Level-headed,8,14,14,11,13,14,6,11,5,5,13,10,8,14,6,12,9,12,11,12,15,13,6,13,7,13,12,13,15,14,12,9,14,13,13,10,3,1,2,1,3,1,2,2,3,3,1
- - -,,43425720,Lorenzo Pirola,D (C),Salernitana,ITA,185 cm,78 kg,20,£300K - £900K,"£6,750 p/w",Left,Very Strong,Reasonable,Perfectionist,Level-headed,3,8,7,8,11,3,13,4,5,13,12,4,13,12,10,13,12,11,11,11,15,8,10,8,12,12,12,13,13,12,13,13,16,13,12,14,4,2,3,1,1,3,3,4,1,2,2
- - -,,27160181,Rasmus Højlund,"AM (C), ST (C)",Atalanta,DEN,191 cm,79 kg,19,£7.2M - £22M,"£10,500 p/w",Left,Very Strong,Fairly Strong,Spirited,"Evasive, Reserved",7,10,12,15,13,7,13,9,7,7,12,9,7,13,14,14,14,12,11,12,15,11,8,13,8,14,10,14,13,11,13,15,13,15,14,14,3,1,1,2,3,2,2,3,3,2,2
- - -,Loa,2000052691,Daniel Samek,DM,Salento,CZE,184 cm,80 kg,18,£1.2M - £3.7M,"£3,200 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,7,5,12,8,10,9,10,13,2,14,13,6,15,11,7,12,8,9,8,13,3,13,10,9,12,10,12,12,13,11,10,11,16,10,9,13,2,2,2,2,3,3,2,2,2,3,1
- - -,Wnt,2000021407,Samuele Vignato,"AM (RC), ST (C)",Brianza,ITA,168 cm,63 kg,18,£1.2M - £3.7M,£650 p/w,Right,Reasonable,Very Strong,Balanced,Level-headed,11,10,11,13,12,7,7,10,7,4,11,11,10,13,7,8,11,12,12,10,12,11,9,12,8,12,12,10,14,13,12,7,12,12,12,10,4,2,3,2,1,1,1,2,3,3,1
- - -,,43095136,Marco Bleve,GK,Salento,ITA,184 cm,83 kg,26,£100K - £300K,"£6,250 p/w",Right Only,Weak,Very Strong,Fairly Sporting,Level-headed,5,3,2,2,6,7,3,2,3,2,15,2,2,5,6,9,8,11,13,11,12,5,11,3,12,13,9,9,7,13,13,13,15,10,12,12,11,13,13,8,13,13,13,13,13,12,11
- - -,Inj,53126104,Emil Bohinen,"DM, M (C)",Salernitana,NOR,189 cm,78 kg,23,£1.7M - £5M,"£15,500 p/w",Left,Very Strong,Reasonable,Perfectionist,Level-headed,10,12,11,8,14,11,7,13,4,7,15,13,13,14,9,13,10,15,13,13,15,14,6,10,14,14,14,14,13,13,14,12,10,12,13,10,1,3,2,3,3,1,1,2,2,1,1
- - -,,43252199,Michele Cerofolini,GK,Fiorentina,ITA,188 cm,80 kg,23,£500K - £1.6M,"£2,500 p/w",Right Only,Weak,Very Strong,Fairly Determined,Level-headed,4,1,1,2,9,9,2,7,1,2,10,3,2,5,5,11,11,9,11,11,16,3,3,3,10,12,10,10,10,10,12,16,12,11,13,11,12,11,11,8,14,11,12,10,13,10,11
- - -,Wnt,43317909,Demba Seck,ST (C),Torino,SEN,190 cm,76 kg,21,£1.7M - £5.2M,"£8,750 p/w",Left,Very Strong,Reasonable,Balanced,Level-headed,6,10,13,12,11,7,12,12,7,6,11,10,9,12,7,11,10,12,11,12,12,9,6,12,6,13,10,8,14,12,11,12,15,16,14,12,1,2,3,3,2,2,1,3,3,1,2
- - -,Loa,96161950,Kacper Urbański,"DM, M/AM (C)",Bologna,POL,178 cm,65 kg,17,£600K - £1.8M,"£1,000 p/w",Right,Reasonable,Very Strong,Perfectionist,"Media-friendly, Reserved",8,10,14,9,13,10,6,12,3,6,11,10,10,12,9,11,11,10,11,11,15,13,8,12,8,9,13,10,11,12,11,5,14,10,10,9,2,2,3,1,2,1,1,2,1,2,2
- - -,,43299824,Gianluca Saro,GK,Cremonese,ITA,195 cm,79 kg,22,£240K - £750K,"£2,800 p/w",Right,Reasonable,Very Strong,Resolute,Level-headed,2,1,1,3,8,1,7,3,1,1,11,4,2,9,10,12,11,10,12,11,15,9,9,6,10,9,9,10,11,12,11,12,12,11,14,10,12,12,13,13,12,11,12,8,13,12,10
- - -,,43323045,Luca Gemello,GK,Torino,ITA,190 cm,80 kg,21,£1.2M - £3.6M,"£4,000 p/w",Right,Weak,Very Strong,Balanced,Level-headed,5,5,5,5,10,7,8,8,8,5,12,5,5,8,10,10,11,10,11,11,14,8,11,11,10,10,10,10,12,12,11,15,12,11,12,12,15,13,12,9,12,12,12,10,12,10,11
- - -,,19352206,Ruan,D (C),Sassuolo,BRA,187 cm,74 kg,23,£900K - £2.7M,"£9,500 p/w",Right Only,Weak,Very Strong,Balanced,Level-headed,7,7,9,8,9,12,14,9,9,12,10,4,14,9,13,12,14,12,11,12,14,5,12,7,12,13,8,12,14,14,11,14,14,16,14,14,2,2,1,2,1,3,2,2,1,1,3
- - -,,43500510,Fabio Miretti,M (C),Juventus,ITA,180 cm,72 kg,18,£9.6M - £29M,"£9,250 p/w",Right,Fairly Strong,Very Strong,Perfectionist,"Evasive, Reserved",13,11,14,9,14,12,7,10,8,10,13,12,11,14,13,15,13,11,12,13,16,11,14,13,12,14,13,14,12,14,14,8,11,12,14,11,4,1,2,1,2,2,2,1,1,3,2
- - -,,29216094,Festy Ebosele,D/WB/M/AM (R),Udinese,IRL,180 cm,64 kg,19,£1.1M - £3.3M,"£3,500 p/w",Right,Weak,Very Strong,Fairly Ambitious,Media-friendly,6,9,10,6,10,7,9,4,14,7,10,6,8,10,13,10,12,8,6,8,13,9,7,8,6,9,8,10,16,10,9,10,9,18,11,14,3,1,2,1,2,2,2,2,1,1,3
- - -,Lst,43161573,Mouhamadou Sarr,GK,Cremonese,SEN,190 cm,77 kg,25,£28K,"£3,600 p/w",Right,Weak,Very Strong,Fairly Professional,Level-headed,3,2,2,1,8,1,6,2,3,3,7,2,2,7,6,11,11,10,12,12,11,6,10,6,12,10,7,10,11,12,12,14,15,11,14,13,13,10,12,9,12,11,10,13,10,10,13
- - -,,48042506,Aurélien Nguiamba,"DM, M (C)",Spezia,FRA,177 cm,71 kg,23,Not for Sale,"£3,600 p/w",Left,Very Strong,Reasonable,Balanced,Level-headed,10,12,12,11,11,4,7,12,10,13,14,10,13,13,5,11,11,10,12,12,14,5,1,11,10,10,13,13,11,12,11,10,12,12,11,10,2,2,1,1,2,3,3,1,2,2,3
- - -,,43295822,Nicolò Cambiaghi,"AM (L), ST (C)",Empoli,ITA,173 cm,65 kg,21,£1.9M - £5.6M,"£9,500 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,12,13,13,12,13,10,11,12,8,8,12,11,10,12,12,11,11,11,12,13,14,16,11,12,12,12,12,12,13,13,11,10,15,12,12,11,2,2,1,1,1,2,3,3,1,2,1
- - -,Inj,18096570,Daouda Peeters,"DM, M (C)",Juventus,BEL,185 cm,79 kg,23,£14K - £45K,"£1,300 p/w",Right,Weak,Very Strong,Fairly Determined,Media-friendly,7,8,9,8,12,7,11,9,12,11,12,9,12,12,11,11,13,12,13,11,15,8,8,9,11,12,11,12,12,12,10,11,13,13,8,11,1,1,1,2,2,2,2,1,2,1,1
- - -,Loa,88025225,Matthew Garbett,M/AM (RC),Torino,NZL,188 cm,77 kg,20,£230K - £700K,"£9,750 p/w",Right,Weak,Very Strong,Balanced,Media-friendly,9,7,10,10,11,9,8,11,9,4,10,3,4,10,10,10,9,10,10,10,11,11,7,9,6,10,11,10,12,12,7,14,16,12,13,7,1,1,3,3,3,2,2,1,3,1,2
- - -,Wnt,47055920,Marius Adamonis,GK,Lazio,LTU,191 cm,82 kg,25,£28K - £85K,"£3,200 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,3,2,3,2,8,7,9,2,3,2,10,2,3,10,4,8,11,6,11,12,13,1,10,6,12,10,12,10,11,13,10,14,14,10,14,12,12,11,11,6,12,13,10,12,14,11,13
- - -,,49053481,Sanasi Sy,D/WB (L),Salernitana,FRA,174 cm,72 kg,23,£7K - £20K,"£1,800 p/w",Left Only,Very Strong,Weak,Balanced,Level-headed,10,11,8,6,11,7,11,11,11,12,10,8,13,9,12,11,12,10,10,9,12,11,12,12,13,14,12,14,13,12,9,11,13,11,10,13,3,3,3,3,1,3,3,3,3,3,3
- - -,,83191216,Leandro Sanca,"AM (RL), ST (C)",Spezia,POR,184 cm,73 kg,22,Not for Sale,"£4,300 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,10,10,14,10,12,10,8,10,6,4,11,12,5,13,9,10,7,10,10,8,12,14,7,13,6,11,12,10,14,14,11,8,12,14,11,8,2,2,2,1,3,1,1,2,1,3,1
- - -,nEU,61093823,Josh Doig,D/WB (L),Verona,SCO,189 cm,82 kg,20,£4.3M - £13M,"£10,000 p/w",Left,Very Strong,Fairly Strong,Resolute,Level-headed,7,13,12,9,11,4,11,10,7,11,11,7,13,12,10,12,11,12,11,13,15,11,5,14,12,14,12,14,14,12,11,15,14,15,14,12,2,1,1,1,3,3,3,3,1,2,1
- - -,Wnt,49047752,Valentin Gendrey,D (RC),Salento,FRA,179 cm,70 kg,22,£1.6M - £4.7M,"£1,000 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,7,13,11,5,13,6,9,8,11,12,12,8,14,12,11,13,10,12,12,11,13,7,8,13,14,12,11,12,14,14,12,8,12,14,14,11,2,2,1,3,1,2,1,4,1,4,2
- - -,,67277455,Mario Gila,D (C),Lazio,ESP,184 cm,76 kg,21,£5.4M - £16M,"£10,500 p/w",Right,Reasonable,Very Strong,Driven,Reserved,5,5,5,6,11,6,15,10,13,12,11,8,15,10,16,15,17,15,12,11,18,13,16,10,12,14,11,14,10,11,12,15,12,10,14,16,2,3,1,2,3,1,3,3,1,3,3
- - -,,48036572,Enzo Ebosse,"D (LC), WB (L)",Udinese,CMR,185 cm,77 kg,23,£1.3M - £3.9M,"£15,250 p/w",Left,Very Strong,Reasonable,Balanced,Media-friendly,5,11,10,5,12,4,13,6,11,13,12,6,14,12,10,12,13,11,11,11,11,10,7,12,14,13,11,13,13,13,11,13,14,13,15,15,3,3,2,1,3,2,2,3,2,3,2
- - -,Inj,19338228,Gabriel Brazão,GK,Inter,BRA,192 cm,75 kg,21,£100K - £300K,"£3,400 p/w",Right Only,Weak,Very Strong,Fairly Professional,Media-friendly,1,4,5,6,10,4,8,6,5,4,9,6,5,8,10,12,13,13,11,13,14,5,9,5,9,12,8,12,10,14,11,15,11,9,11,9,12,10,10,10,11,11,13,12,14,11,11
- - -,Inj,43152266,Francesco Orlando,AM (RLC),Salernitana,ITA,168 cm,65 kg,25,£6K - £20K,"£1,800 p/w",Left,Very Strong,Reasonable,Balanced,Level-headed,9,11,11,9,11,6,6,9,4,6,10,6,9,11,11,12,10,10,10,11,13,14,10,13,6,8,9,10,13,13,10,9,11,12,12,8,1,3,3,3,3,3,4,3,2,3,1
- - -,Wnt,49047042,Karim Zedadka,D/WB/M/AM (L),Parthenope,FRA,182 cm,65 kg,22,£10K - £28K,"£1,000 p/w",Right,Weak,Very Strong,Balanced,Media-friendly,9,10,12,8,14,8,10,8,10,7,12,9,6,14,6,11,13,12,12,10,8,13,8,7,5,9,9,9,13,12,7,10,18,14,12,7,1,4,2,1,2,2,1,3,2,1,1
- - -,Loa,67277463,Pablo Rodríguez,"AM (L), ST (C)",Salento,ESP,177 cm,70 kg,20,£1.6M - £4.7M,£650 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,3,7,13,13,13,8,9,4,2,5,12,10,3,15,15,11,9,13,13,12,14,12,14,14,4,11,13,14,15,15,13,7,13,15,11,9,2,2,2,1,1,2,2,1,1,2,3
- - -,Loa,43408389,Alessandro Sorrentino,GK,Brianza,ITA,190 cm,80 kg,20,£220K - £650K,"£1,700 p/w",Right Only,Weak,Very Strong,Balanced,Media-friendly,4,3,2,2,9,8,8,2,1,1,9,3,1,11,8,11,12,11,11,11,6,1,11,2,10,11,8,12,11,13,12,13,11,10,10,11,12,11,10,3,11,10,12,10,13,11,10
- - -,Una,43192544,Simone Muratore,"D (C), DM, M (C)",Atalanta,ITA,186 cm,81 kg,24,£16K - £45K,£650 p/w,Right,Fairly Strong,Very Strong,Balanced,Media-friendly,5,8,8,8,10,7,12,8,5,11,12,9,12,9,12,11,11,11,11,11,12,13,12,9,12,14,11,12,11,11,13,11,12,11,13,12,3,2,1,3,2,3,1,2,1,3,4
- - -,Wnt,53084864,Julian Kristoffersen,ST (C),Salernitana,NOR,198 cm,88 kg,25,£75K,£825 p/w,Right Only,Weak,Very Strong,Balanced,Level-headed,5,6,9,12,12,5,15,10,5,7,9,9,5,10,11,12,12,12,11,11,12,7,5,12,7,13,10,12,10,10,13,17,12,11,12,15,3,1,4,2,1,2,2,1,2,3,2
- - -,Loa,2000006107,Warren Bondo,M/AM (C),Brianza,FRA,177 cm,73 kg,18,£1.2M - £3.5M,"£1,700 p/w",Right Only,Weak,Very Strong,Fairly Determined,Media-friendly,9,11,13,11,12,9,11,11,6,12,13,3,12,12,13,14,7,8,10,13,17,10,8,11,10,10,12,14,12,14,10,8,12,13,13,12,2,3,1,3,3,2,1,1,1,3,1
- - -,Loa,37088228,Jafar Bynoe,"DM, M (C)",Bologna,NED,171 cm,75 kg,18,£65K - £190K,£675 p/w,Right,Fairly Strong,Very Strong,Balanced,Level-headed,4,7,8,6,12,7,9,7,9,12,10,5,13,11,13,11,15,11,7,8,8,7,6,9,11,11,10,10,12,11,11,9,13,12,11,8,1,3,3,2,1,2,3,3,3,2,1
- - -,,83337931,Herculano Nabian,"AM (RL), ST (C)",Empoli,POR,182 cm,81 kg,18,£1M - £3.1M,"£1,300 p/w",Right,Reasonable,Very Strong,Fairly Ambitious,Level-headed,4,9,11,11,13,7,9,11,4,6,10,10,4,11,13,11,11,10,9,10,13,8,3,12,5,11,11,12,11,10,13,11,15,15,13,14,2,2,2,2,2,1,1,3,2,1,3
- - -,Wnt,2000020986,Riccardo Stivanello,D (C),Bologna,ITA,193 cm,87 kg,18,£160K - £500K,£750 p/w,Right,Reasonable,Very Strong,Fairly Professional,Reserved,3,7,6,6,6,4,13,5,11,12,8,5,11,8,12,8,13,10,9,9,11,4,9,9,11,11,8,11,10,9,12,14,14,11,11,13,3,3,4,1,1,1,1,4,1,2,1
- - -,nEU,76064373,Juan David Cabal,D (C),Verona,COL,186 cm,79 kg,21,£1.5M - £4.5M,"£8,000 p/w",Left,Very Strong,Reasonable,Balanced,Level-headed,4,9,7,5,11,8,13,7,10,13,12,8,13,13,12,14,13,11,11,11,12,7,10,8,13,12,10,13,13,12,13,13,12,12,12,13,1,1,4,2,2,2,2,2,3,3,1
- - -,Wnt,33080421,Kasper Paananen,"AM (C), ST (C)",Bologna,FIN,170 cm,70 kg,19,£95K - £300K,£825 p/w,Left,Very Strong,Reasonable,Balanced,Media-friendly,13,11,12,11,10,13,8,12,5,6,10,11,6,11,5,10,10,10,11,8,14,12,9,12,5,11,11,9,11,11,12,9,11,11,11,10,2,1,1,3,3,3,2,1,1,2,2
- - -,Loa,2000087459,Jan-Carlo Simić,D (C),Milan,SRB,186 cm,77 kg,17,£550K - £1.7M,£220 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,7,5,2,5,9,5,12,7,1,14,12,4,14,6,9,11,11,8,9,10,3,8,5,5,11,12,6,13,12,9,11,13,8,12,10,9,1,3,2,3,1,2,1,2,3,3,1
- - -,Wnt,43591641,Tommaso Baldanzi,"AM (C), ST (C)",Empoli,ITA,170 cm,68 kg,19,£1.1M - £3.4M,"£4,800 p/w",Left,Very Strong,Reasonable,Perfectionist,Level-headed,12,9,14,12,13,12,8,11,4,5,12,10,7,14,10,12,9,10,9,13,16,14,7,13,5,13,14,13,13,14,13,5,12,12,11,7,1,1,2,1,1,4,2,1,1,3,1
- - -,,93083839,Isak Hien,D (C),Verona,SWE,191 cm,88 kg,23,£1.4M - £4.1M,"£6,750 p/w",Right Only,Weak,Very Strong,Spirited,Unflappable,6,8,10,5,10,5,13,7,9,13,12,5,13,11,12,12,15,10,10,10,15,8,7,8,11,12,10,13,14,12,13,17,12,15,14,17,2,3,1,3,2,1,1,2,2,3,1
- - -,Trn,86080119,Telasco Segovia,"DM, M (C)",Sampdoria,VEN,178 cm,73 kg,19,£300K - £900K,£850 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,13,9,11,8,12,12,8,10,5,11,13,5,10,13,12,13,10,12,12,13,8,12,8,11,12,13,12,13,13,13,13,8,14,12,13,10,1,3,1,1,1,3,1,3,1,1,1
- - -,Loa,2000145982,James Abankwah,D (C),Udinese,IRL,183 cm,79 kg,18,£180K - £550K,"£1,300 p/w",Right,Weak,Very Strong,Fairly Ambitious,Media-friendly,3,7,9,6,11,5,11,5,7,11,11,5,10,12,11,10,12,10,11,11,14,8,5,8,10,12,11,13,13,11,14,12,14,12,13,11,2,3,3,2,1,1,3,3,3,3,3
- - -,Inj,83289780,Leonardo Buta,D/WB/M/AM (L),Udinese,POR,182 cm,74 kg,20,£150K - £450K,"£1,000 p/w",Left Only,Very Strong,Weak,Balanced,Media-friendly,6,8,10,8,9,6,10,8,7,9,10,7,10,12,10,9,10,10,10,8,13,7,10,10,10,10,9,10,14,13,11,12,14,13,13,11,3,1,2,3,1,3,1,1,3,3,3
- - -,Loa,57181672,Alexandru Borbei,GK,Salento,ROU,183 cm,75 kg,19,£250K - £800K,£425 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,3,1,2,3,8,6,9,1,2,2,8,1,3,9,9,10,12,11,9,9,13,9,9,10,9,9,9,9,9,10,8,10,9,8,9,9,12,9,13,9,11,10,13,9,13,10,12
- - -,,43155683,Federico Baschirotto,"D (RC), WB (R)",Salento,ITA,184 cm,77 kg,25,£800K - £2.4M,"£11,500 p/w",Right,Weak,Very Strong,Balanced,Media-friendly,6,13,10,12,10,7,15,9,13,13,10,6,13,9,10,12,11,10,11,12,14,8,13,11,13,13,9,13,12,10,12,14,15,12,13,15,1,1,1,1,2,2,1,1,1,2,1
- - -,Loa,43459075,Michel Ndary Adopo,M (C),Torino,FRA,187 cm,80 kg,21,£30K - £90K,£875 p/w,Right Only,Weak,Very Strong,Determined,Media-friendly,9,9,5,4,15,8,9,11,4,8,14,2,10,13,9,9,7,11,10,15,18,11,11,10,8,10,13,13,14,11,8,13,14,10,8,9,2,2,1,2,3,1,3,2,1,1,4
- - -,Loa,39053303,Þórir Jóhann Helgason,"DM, M (C)",Salento,ISL,187 cm,74 kg,21,£1.9M - £5.6M,"£4,300 p/w",Right,Weak,Very Strong,Balanced,Level-headed,11,12,13,12,13,10,8,12,2,11,13,10,11,13,6,13,12,9,12,12,12,12,13,13,11,13,12,11,12,12,12,13,14,12,12,12,2,2,1,2,2,2,2,3,3,2,3
- - -,Loa,2000020294,Alwande Roaldsøy,"M (RLC), AM (RL)",Atalanta,NOR,191 cm,77 kg,18,£50K - £150K,£425 p/w,Right Only,Weak,Very Strong,Balanced,Level-headed,7,8,12,7,12,7,12,8,8,9,12,8,10,12,9,7,10,8,8,7,12,9,12,10,10,6,11,11,11,13,11,13,12,13,10,10,1,2,2,1,3,2,2,1,2,3,4
- - -,,96102946,Jakub Kiwior,"D (LC), DM",Spezia,POL,188 cm,78 kg,22,Not for Sale,"£22,000 p/w",Left,Very Strong,Weak,Fairly Professional,"Media-friendly, Reserved",9,11,12,7,12,12,13,8,7,14,12,8,13,13,12,15,13,13,14,12,14,9,11,7,15,15,12,13,12,12,11,14,15,13,13,12,3,1,1,1,3,2,3,1,1,1,3
- - -,Yth,2000097938,Wisdom Amey,D (RC),Bologna,ITA,187 cm,86 kg,16,£1.2M - £3.6M,£220 p/w,Either,Strong,Very Strong,Balanced,Level-headed,1,5,8,5,10,3,10,4,8,10,10,2,12,11,15,12,12,9,8,8,14,7,9,11,10,9,7,10,14,12,13,13,15,14,12,13,1,2,2,2,2,3,3,3,3,2,3
- - -,Loa,2000010368,Nikola Iliev,"AM (C), ST (C)",Inter,BUL,183 cm,66 kg,18,£1.1M - £3.2M,£220 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,11,10,14,12,13,12,9,11,3,2,12,11,5,14,9,10,7,11,10,10,13,14,6,13,5,12,12,9,12,12,12,11,15,13,10,11,3,2,2,2,2,1,2,1,2,1,3
- - -,Loa,2000021170,Antonio Raimondo,ST (C),Bologna,ITA,185 cm,71 kg,18,£190K - £600K,"£1,200 p/w",Left,Very Strong,Reasonable,Fairly Ambitious,Level-headed,5,5,12,13,11,7,11,10,3,3,11,10,6,12,9,12,11,9,11,10,13,7,8,13,5,9,11,13,12,12,12,10,12,13,10,11,3,1,2,1,1,1,1,2,2,3,4
- - -,Loa,2000048839,Jorge Alastuey,"DM, M/AM (C)",Parthenope,ESP,170 cm,65 kg,19,£55K - £160K,"£1,000 p/w",Left,Very Strong,Weak,Balanced,Media-friendly,11,9,11,7,12,11,6,8,6,6,13,9,7,13,9,10,11,11,9,12,14,15,11,11,8,12,13,9,12,13,11,6,14,11,9,7,2,2,3,3,1,3,1,4,2,3,2
- - -,Loa,2000107081,Ayrton Hennaux,GK,Torino,BEL,183 cm,70 kg,17,£160K - £475K,£575 p/w,Right,Weak,Very Strong,Balanced,Level-headed,3,2,2,1,1,8,1,3,1,2,7,3,3,2,14,11,9,4,11,13,13,1,5,3,7,7,6,6,8,5,7,12,15,8,2,3,13,10,10,5,13,12,11,11,13,14,11
- - -,Yth,2000115475,Dariusz Stalmach,"DM, M/AM (C)",Milan,POL,182 cm,75 kg,16,£400K - £1.2M,£220 p/w,Right,Fairly Strong,Very Strong,Fairly Determined,Level-headed,7,8,8,6,11,6,8,9,6,7,12,5,8,11,11,9,8,8,9,8,15,10,7,9,8,9,11,13,10,10,9,10,10,9,12,8,2,2,3,2,1,2,1,1,1,3,2
