Rec,Inf,UID,Name,Position,Club,Nat,Height,Weight,Age,Transfer Value,Wage,Preferred Foot,Left Foot,Right Foot,Personality,Media Handling,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
- - -,,24039943,Ivo Grbić,GK,A. Madrid,CRO,196 cm,83 kg,26,£2.7M - £8.2M,"£16,750 p/w",Right,Reasonable,Very Strong,Spirited,"Evasive, Unflappable",4,3,3,1,6,6,8,3,1,3,10,2,2,6,11,16,13,14,14,11,14,2,12,1,16,12,6,10,12,12,13,17,9,11,12,16,15,17,12,7,13,11,14,12,14,11,11
- - -,Wnt,42058078,Shon Weissman,"AM (RL), ST (C)",Valladolid,ISR,174 cm,72 kg,26,£2.2M - £6.4M,"£9,250 p/w",Right,Fairly Strong,Very Strong,Fairly Determined,Level-headed,5,9,11,14,11,6,13,10,7,6,11,9,10,13,14,13,14,12,13,13,15,12,14,15,10,14,13,15,13,13,13,8,16,12,14,14,3,2,3,3,2,3,2,2,2,1,1
- - -,,67029321,Mikel Balenziaga,D/WB/M/AM (L),A. Bilbao,ESP,177 cm,77 kg,34,£1.4M - £4.1M,"£15,500 p/w",Left,Very Strong,Fairly Strong,Fairly Sporting,Media-friendly,11,13,11,7,12,12,10,10,12,14,12,7,15,12,13,14,15,13,14,13,13,11,9,13,12,14,10,15,13,12,12,11,9,13,14,13,1,2,1,1,2,1,4,1,1,2,3
- - -,,67055991,Joselu,ST (C),Espanyol,ESP,192 cm,88 kg,32,Not for Sale,"£13,250 p/w",Either,Strong,Very Strong,Ambitious,Media-friendly,5,9,11,15,14,10,15,12,6,7,12,13,10,12,8,14,13,13,13,13,8,13,6,13,7,13,12,13,11,12,12,15,11,12,13,15,2,3,2,3,2,1,1,3,2,3,2
- - -,,78027200,Leandro Cabrera,D (LC),Espanyol,URU,188 cm,82 kg,31,Not for Sale,"£12,500 p/w",Left,Very Strong,Reasonable,Perfectionist,"Outspoken, Media-friendly",4,8,6,4,8,7,13,8,18,15,8,5,15,8,16,12,18,11,16,12,18,6,14,8,15,18,9,18,10,10,9,16,9,14,14,16,2,4,1,1,3,2,3,1,2,3,4
- - -,,67154683,Adrián Embarba,M/AM (RL),Almería,ESP,173 cm,64 kg,30,£5M - £15M,"£12,750 p/w",Right,Fairly Strong,Very Strong,Balanced,Media-friendly,11,15,14,12,12,10,8,12,10,5,13,10,5,13,13,15,12,14,14,14,12,13,11,14,8,10,13,13,14,15,13,7,13,14,13,10,3,1,1,3,2,4,3,2,2,3,1
- - -,,813076,Lucas Pérez,"AM (RLC), ST (C)",Cádiz,ESP,181 cm,78 kg,33,£400K - £1.2M,"£16,000 p/w",Left,Very Strong,Reasonable,Balanced,Level-headed,13,13,14,14,14,14,8,13,7,5,13,15,7,15,14,14,12,12,13,13,11,15,12,14,6,13,13,13,14,13,13,9,13,13,13,13,3,3,2,3,1,2,2,2,1,3,1
- - -,Wnt,14186894,Juan Foyth,"D (RC), DM",Villarreal,ARG,187 cm,69 kg,24,£10M - £31M,"£29,000 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,7,11,13,8,15,11,15,7,8,14,14,8,16,15,14,13,16,16,12,11,12,12,10,13,14,15,13,16,13,14,14,13,13,14,15,13,3,1,2,1,1,2,3,2,3,3,3
- - -,,965309,Agustín Marchesín,GK,Vigo,ARG,188 cm,83 kg,34,Not for Sale,"£17,750 p/w",Right Only,Weak,Very Strong,Resolute,Level-headed,6,1,3,2,8,8,8,1,3,3,12,1,3,8,12,12,14,12,14,14,15,7,11,2,15,13,11,13,10,12,14,14,13,11,12,13,14,12,13,9,13,14,15,11,17,13,14
- - -,,67102156,Jaume Domènech,GK,Valencia,ESP,185 cm,73 kg,31,£2.8M - £8.4M,"£25,000 p/w",Right Only,Weak,Very Strong,Perfectionist,Level-headed,5,3,1,3,7,9,2,3,2,3,8,2,1,10,13,12,16,9,14,12,17,3,15,3,12,13,7,14,12,16,11,11,11,12,12,11,11,13,15,6,12,12,14,15,16,9,12
- - -,,67006488,Sergio Asenjo,GK,Valladolid,ESP,189 cm,87 kg,32,Not for Sale,"£15,000 p/w",Right,Weak,Very Strong,Fairly Professional,Level-headed,3,1,2,2,11,2,5,1,3,2,11,2,1,10,9,14,16,15,15,15,14,5,11,1,14,13,7,14,7,12,10,11,8,9,11,13,11,14,15,7,15,14,13,8,15,12,14
- - -,,62013805,Nemanja Gudelj,"D (C), DM, M (C)",Sevilla,SRB,186 cm,77 kg,30,£2.7M - £8.2M,"£88,000 p/w",Right,Reasonable,Very Strong,Perfectionist,Media-friendly,14,12,13,10,15,13,11,13,12,9,14,12,9,13,16,13,13,14,13,12,16,14,11,13,10,15,13,17,12,13,13,12,14,11,15,14,3,2,3,1,1,3,1,1,3,3,3
- - -,,67195855,Mikel Vesga,"DM, M (C)",A. Bilbao,ESP,191 cm,84 kg,29,£11.5M - £35M,"£14,500 p/w",Left,Very Strong,Reasonable,Balanced,Media-friendly,7,7,8,8,14,10,14,14,9,14,13,8,14,13,13,13,13,14,13,13,13,7,8,12,15,16,12,17,12,13,10,15,12,13,14,14,3,1,1,2,1,1,2,2,3,3,3
- - -,,79027217,Omar Alderete,D (C),Getafe,PAR,188 cm,92 kg,25,£3.4M - £10.5M,"£25,000 p/w",Left,Very Strong,Reasonable,Fairly Sporting,Level-headed,3,8,10,6,12,6,16,4,12,15,13,12,16,11,16,13,18,13,14,13,14,6,8,10,15,13,8,13,11,10,16,15,15,13,14,15,3,1,1,1,1,1,3,1,2,2,2
- - -,Wnt,28116558,Largie Ramazani,"AM (RL), ST (C)",Almería,BEL,167 cm,68 kg,21,£4.8M - £14.5M,"£10,000 p/w",Either,Strong,Very Strong,Fairly Ambitious,Media-friendly,4,11,15,14,13,8,4,6,4,4,12,13,4,14,9,8,8,11,9,11,14,14,3,13,4,10,9,12,18,14,8,3,13,17,12,6,3,3,2,1,3,2,1,2,3,1,2
- - -,,67063051,Kiko Femenía,D/WB/M (R),Villarreal,ESP,176 cm,71 kg,31,£2.8M - £8.2M,"£14,250 p/w",Right,Fairly Strong,Very Strong,Fairly Sporting,Level-headed,10,14,13,9,12,9,8,9,14,10,14,11,13,14,9,9,13,10,12,12,11,13,9,12,12,10,12,11,16,11,12,8,14,16,13,9,1,2,3,3,2,4,2,1,3,1,4
- - -,,78001192,Damián Suárez,D/WB (R),Getafe,URU,173 cm,74 kg,34,£400K - £1.2M,"£13,000 p/w",Right Only,Weak,Very Strong,Fairly Determined,Media-friendly,14,13,11,7,11,11,7,12,14,13,12,7,14,12,17,13,18,12,15,13,15,9,13,13,14,17,9,18,14,13,14,9,15,13,15,10,2,3,2,2,3,3,3,2,1,3,3
- - -,,19320258,Samuel Lino,"AM (RL), ST (C)",Valencia,BRA,178 cm,72 kg,22,£6M - £18M,"£20,000 p/w",Right,Fairly Strong,Very Strong,Spirited,Level-headed,8,9,14,14,14,9,6,13,7,5,13,11,10,14,12,11,13,12,11,11,15,14,7,13,8,10,13,15,15,13,15,12,17,15,14,14,1,2,3,3,1,3,2,1,3,2,2
- - -,Wnt,67086276,Hugo Mallo,"D (RC), WB (R)",Vigo,ESP,173 cm,69 kg,31,£4.7M - £14M,"£43,000 p/w",Right,Fairly Strong,Very Strong,Fairly Determined,"Outspoken, Media-friendly",4,13,11,11,12,7,10,6,14,13,12,9,15,12,15,14,16,14,16,13,15,7,14,13,15,15,10,16,14,13,12,11,13,14,15,13,3,1,3,1,1,1,4,1,3,4,2
- - -,,67228802,Manu Morlanes,"DM, M/AM (C)",Villarreal,ESP,178 cm,75 kg,23,£4.1M - £12.5M,"£12,000 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,11,13,12,11,15,11,10,11,8,10,14,10,12,15,15,12,13,13,14,14,14,14,12,13,12,13,15,14,12,13,11,10,6,13,14,12,1,3,2,3,2,1,2,3,2,4,1
- - -,,67184347,Íñigo Lekue,"D/WB (RL), M/AM (R)",A. Bilbao,ESP,180 cm,71 kg,29,£7.8M - £23M,"£13,500 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,9,13,12,7,11,7,10,7,8,12,11,4,14,13,10,13,13,10,12,12,13,12,8,13,12,14,11,15,13,13,13,10,13,14,15,12,3,3,2,1,1,2,2,1,3,2,1
- - -,Wnt,67181072,Loren,ST (C),Real Hispalis,ESP,185 cm,82 kg,28,£6.4M,"£13,000 p/w",Right,Reasonable,Very Strong,Perfectionist,Level-headed,7,10,12,14,12,9,14,13,8,7,12,15,9,13,13,15,15,13,14,14,15,11,11,14,8,12,13,15,14,13,12,10,13,14,12,13,1,4,2,4,3,3,3,3,1,2,2
- - -,,14006099,Javier Pastore,"M (C), AM (LC)",Elche,ARG,187 cm,78 kg,33,£1.1M - £3.3M,"£12,500 p/w",Right,Fairly Strong,Very Strong,Fairly Professional,Level-headed,13,14,16,13,18,13,8,13,3,4,16,14,4,19,8,13,9,15,11,14,13,18,10,14,3,15,17,9,9,14,12,12,5,10,10,9,2,3,2,4,3,3,2,3,3,3,2
- - -,,28095341,Pablo Maffeo,D/WB (R),Mallorca,ESP,173 cm,68 kg,24,£3M - £9.2M,"£25,000 p/w",Right,Fairly Strong,Very Strong,Ambitious,Media-friendly,6,13,13,7,11,7,9,11,12,12,12,8,15,12,14,12,16,10,10,11,17,13,8,13,12,14,10,17,16,15,15,8,15,14,14,10,1,1,3,2,2,2,3,2,3,2,3
- - -,,83206392,Samú,"DM, M/AM (C)",Almería,POR,183 cm,75 kg,21,£11M - £32M,"£8,000 p/w",Left,Very Strong,Reasonable,Resolute,Reserved,8,8,11,10,14,9,8,12,9,11,14,9,12,14,13,14,12,13,13,13,15,8,13,11,13,14,13,15,12,13,13,12,14,11,15,13,1,3,3,1,3,2,2,2,4,1,2
- - -,,67121201,Jaime Mata,ST (C),Getafe,ESP,185 cm,75 kg,33,£550K - £1.7M,"£10,500 p/w",Right,Fairly Strong,Very Strong,Resolute,Level-headed,9,12,13,16,11,9,14,12,8,6,12,14,8,13,11,14,13,13,13,13,15,12,10,16,7,12,12,11,11,12,14,13,12,11,13,13,3,3,1,3,1,2,3,2,1,2,4
- - -,,27128916,Abdul Mumin,D (C),Vallecano,GHA,188 cm,80 kg,24,£2M - £6M,"£10,000 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,5,5,11,6,12,5,12,6,10,15,13,2,11,12,13,13,16,13,15,12,8,15,4,9,14,13,11,12,13,14,13,15,15,16,13,14,2,3,3,1,1,1,1,2,2,3,1
- - -,Wnt,95035991,Adrià Pedrosa,D/WB (L),Espanyol,ESP,176 cm,69 kg,24,£1.6M - £4.7M,"£9,000 p/w",Left,Very Strong,Weak,Balanced,Media-friendly,6,10,13,10,16,3,12,10,12,14,10,6,16,14,6,16,12,14,12,13,10,11,10,15,12,13,11,13,14,13,13,8,14,15,13,10,2,2,3,1,2,2,2,2,1,2,3
- - -,,67148546,Roque Mesa,"DM, M (RC)",Valladolid,ESP,171 cm,72 kg,33,£750K - £2.3M,"£47,500 p/w",Right,Reasonable,Very Strong,Resolute,Level-headed,12,13,12,8,13,9,5,11,11,12,14,12,13,14,14,15,15,13,14,13,16,13,14,13,13,15,13,16,12,12,15,6,13,12,14,11,2,1,3,1,3,3,3,1,2,3,4
- - -,Wnt,14078688,Franco Cervi,M/AM (L),Vigo,ARG,167 cm,60 kg,28,£2.2M - £6.8M,"£41,500 p/w",Left Only,Very Strong,Weak,Driven,Level-headed,12,10,13,11,12,12,4,13,8,11,13,12,13,13,16,14,14,10,14,11,18,13,9,15,13,14,13,18,15,15,16,7,17,15,15,8,2,2,2,1,2,1,1,1,2,1,3
- - -,,86066846,Gonzalo Plata,AM (RLC),Valladolid,ECU,178 cm,66 kg,21,£6M - £18M,"£7,250 p/w",Left Only,Very Strong,Weak,Balanced,Media-friendly,15,14,16,13,14,14,9,14,5,6,13,12,5,15,8,10,8,11,9,10,9,17,8,12,5,10,13,13,16,15,13,9,15,15,13,9,4,2,2,3,1,3,4,1,1,3,2
- - -,,14110829,Lucas Boyé,"AM (RLC), ST (C)",Elche,ARG,183 cm,80 kg,26,£2.7M - £8.2M,"£7,750 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,9,10,16,12,13,11,14,12,6,7,10,12,7,14,11,11,10,11,10,9,11,15,7,12,6,15,11,18,15,13,15,12,12,15,13,17,2,1,1,3,1,1,2,2,4,2,2
- - -,,67030712,Luis Hernández,D (C),Cádiz,ESP,183 cm,75 kg,33,£375K - £1.1M,"£8,750 p/w",Right,Fairly Strong,Very Strong,Balanced,Level-headed,10,11,10,6,11,7,12,10,20,14,12,10,13,11,12,14,12,12,12,14,14,9,10,10,13,14,10,14,11,12,10,13,13,12,14,12,2,1,3,2,1,2,1,3,3,1,1
- - -,,67260204,Oihan Sancet,M/AM (C),A. Bilbao,ESP,188 cm,73 kg,22,£13M - £39M,"£10,500 p/w",Right,Fairly Strong,Very Strong,Resolute,Level-headed,5,8,10,12,15,8,11,8,6,9,15,12,8,15,11,12,9,12,12,14,16,16,9,14,11,13,15,12,13,14,8,14,15,13,14,14,2,3,1,1,3,2,2,1,1,3,3
- - -,,67087626,Zouhair Feddal,D (C),Valladolid,MAR,192 cm,82 kg,32,£425K - £1.3M,"£6,250 p/w",Left Only,Very Strong,Weak,Balanced,Media-friendly,8,8,10,7,10,9,14,9,10,14,13,5,13,12,16,14,14,13,12,13,14,10,13,12,14,14,12,12,11,10,15,16,14,11,11,14,2,2,3,1,2,1,1,2,3,1,1
- - -,,87006900,Anthony Lozano,ST (C),Cádiz,HON,183 cm,74 kg,29,£0,"£13,000 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,7,8,12,13,13,7,13,12,8,6,12,12,7,14,12,15,14,12,12,13,14,13,9,14,9,12,12,15,13,14,13,12,14,14,14,12,2,2,2,3,3,2,3,1,3,1,3
- - -,Wnt,13158416,Joseph Aidoo,D (C),Vigo,GHA,184 cm,80 kg,26,£1.7M - £5.2M,"£31,500 p/w",Right Only,Weak,Very Strong,Balanced,Media-friendly,7,7,7,4,11,8,14,7,9,14,11,6,15,11,12,12,14,11,9,13,14,7,11,8,13,14,11,13,14,15,15,12,15,14,15,16,3,4,2,3,2,2,2,2,4,1,4
- - -,,67228635,Óscar,"M (C), AM (LC)",Vigo,ESP,174 cm,67 kg,23,£8.6M - £26M,"£20,500 p/w",Right,Fairly Strong,Very Strong,Fairly Determined,Media-friendly,13,10,11,12,14,17,10,16,11,5,15,13,6,15,11,14,13,13,14,15,16,18,17,15,8,14,15,15,13,13,14,9,11,12,13,10,3,2,1,1,2,2,3,2,1,2,2
- - -,,67153647,Léo Baptistão,"M (RL), AM (RLC), ST (C)",Almería,BRA,184 cm,73 kg,29,£2.7M - £8M,"£8,000 p/w",Right,Fairly Strong,Very Strong,Balanced,Media-friendly,9,12,15,12,14,11,10,12,5,5,14,12,5,15,10,13,9,12,12,12,14,16,9,14,5,10,14,9,13,13,10,12,10,13,11,10,2,2,1,3,1,1,4,3,2,1,1
- - -,,75042244,Valentín Castellanos,"AM (C), ST (C)",Girona,ARG,178 cm,70 kg,23,£2.3M - £6.8M,"£5,500 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,10,11,14,13,14,12,12,11,10,7,11,12,7,14,6,13,9,11,10,11,12,15,9,13,10,10,12,12,13,13,11,11,12,13,14,10,2,3,1,3,1,1,2,3,1,1,4
- - -,,67211095,Pol Lirola,D/WB/M (R),Elche,ESP,183 cm,70 kg,24,£2.5M - £7.6M,"£28,000 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,8,14,13,5,12,10,10,9,10,11,13,8,12,14,12,11,12,12,12,12,13,12,8,12,10,11,12,11,16,14,13,10,13,15,13,11,1,3,2,3,2,1,1,4,1,1,3
- - -,Wnt,48036643,Mouctar Diakhaby,D (C),Valencia,FRA,192 cm,80 kg,25,£4.3M - £13M,"£13,250 p/w",Right,Weak,Very Strong,Resolute,Reserved,6,6,12,7,11,6,16,6,6,14,13,10,13,9,14,13,15,14,13,13,15,8,11,8,15,14,12,15,13,12,14,16,15,13,15,16,1,3,3,3,3,2,2,3,3,3,3
- - -,,18081111,Theo Bongonda,"M (RL), AM (RLC)",Cádiz,COD,177 cm,73 kg,26,£1.7M - £5.2M,"£19,500 p/w",Left,Very Strong,Fairly Strong,Balanced,Outspoken,10,12,14,11,14,11,7,12,9,6,14,7,7,14,12,12,14,10,11,12,12,15,12,14,6,13,9,13,15,14,12,13,10,15,11,8,1,3,1,1,2,1,1,3,2,1,2
- - -,,83152928,André Almeida,M/AM (C),Valencia,POR,176 cm,66 kg,22,£3.8M - £11.5M,"£9,250 p/w",Right,Fairly Strong,Very Strong,Fairly Loyal,Level-headed,12,14,15,10,13,12,5,14,5,7,13,12,8,14,10,12,12,13,12,15,14,12,8,13,11,14,14,11,13,13,15,6,14,13,13,10,3,1,2,3,2,3,3,3,2,3,1
- - -,Wnt,75015199,Enzo Roco,D (C),Elche,CHI,192 cm,86 kg,29,£1.6M,"£5,750 p/w",Right,Weak,Very Strong,Balanced,Level-headed,5,5,5,5,10,4,16,8,7,15,12,4,16,8,13,13,16,10,14,12,13,8,10,8,15,14,10,14,9,7,16,16,16,10,12,16,2,1,3,3,2,3,1,3,2,1,2
- - -,,67115823,Gerard Moreno,"AM (R), ST (C)",Villarreal,ESP,180 cm,77 kg,30,£22M - £67M,"£44,000 p/w",Left,Very Strong,Fairly Strong,Resolute,Reserved,8,11,13,17,15,9,14,13,8,5,14,15,6,14,13,15,13,15,14,14,16,13,12,16,8,15,13,16,13,13,13,13,12,14,14,14,3,2,2,2,2,2,3,3,3,2,3
- - -,,67145056,Unai López,M/AM (C),Vallecano,ESP,170 cm,67 kg,26,£1.5M - £4.4M,"£8,500 p/w",Right,Fairly Strong,Very Strong,Balanced,Media-friendly,12,13,13,12,15,11,7,9,8,7,15,13,8,15,13,15,13,13,13,12,12,14,12,14,13,15,14,14,12,12,13,8,12,12,12,11,1,1,3,2,2,1,2,4,3,3,1
- - -,,67038645,Jordi Masip,GK,Valladolid,ESP,179 cm,72 kg,33,£1.2M - £3.6M,"£5,000 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,2,3,2,1,14,3,6,3,3,2,14,2,1,13,6,13,11,15,13,13,13,8,9,2,10,14,11,13,12,15,12,10,12,11,12,9,13,13,12,11,14,11,13,7,16,15,12
- - -,,67211739,Fernando Calero,D (C),Espanyol,ESP,183 cm,71 kg,26,£1.9M - £5.6M,"£8,250 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,7,6,5,5,14,9,13,11,10,14,13,9,14,13,10,14,14,12,12,12,12,11,12,10,14,15,13,14,13,12,12,11,11,14,13,13,3,2,4,1,1,3,1,4,1,3,1
- - -,Wnt,67173045,Isi Palazón,M/AM (RL),Vallecano,ESP,169 cm,68 kg,27,£3.6M - £11M,"£16,000 p/w",Left,Very Strong,Weak,Fairly Professional,Level-headed,9,13,16,14,15,8,7,11,6,5,13,11,9,14,10,13,12,13,12,15,14,15,8,13,9,10,14,14,14,16,15,7,11,14,14,12,1,1,2,3,3,1,3,1,2,1,2
- - -,,67260202,Jon Morcillo,"M/AM (RL), ST (C)",A. Bilbao,ESP,183 cm,72 kg,23,£6M - £18M,"£8,500 p/w",Left,Very Strong,Reasonable,Balanced,Media-friendly,13,15,14,12,10,12,9,15,7,7,13,9,7,14,9,13,11,12,11,14,13,13,11,13,7,11,13,11,12,12,13,12,11,13,13,12,2,3,1,3,2,1,2,3,2,2,2
- - -,Wnt,958318,Oscar Trejo,M/AM (C),Vallecano,ARG,180 cm,79 kg,34,£600K - £1.8M,"£15,000 p/w",Right,Fairly Strong,Very Strong,Fairly Professional,Level-headed,13,11,16,12,16,12,7,11,7,8,16,15,6,16,11,12,10,14,13,15,14,15,13,14,9,15,16,13,10,14,15,9,12,10,13,12,2,1,3,1,2,3,1,3,1,2,3
- - -,,67263766,Sergio Carreira,D/WB (R),Villarreal,ESP,170 cm,67 kg,21,£6.2M - £19M,"£7,750 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,7,13,13,7,12,7,9,8,12,13,13,7,12,14,15,13,15,13,13,12,14,5,8,12,12,14,12,13,14,13,15,6,13,14,14,12,1,1,3,1,1,2,3,3,1,3,2
- - -,,67195730,Asier Villalibre,ST (C),A. Bilbao,ESP,184 cm,87 kg,24,£4.1M - £12M,"£8,500 p/w",Left,Very Strong,Reasonable,Fairly Determined,Level-headed,7,11,11,13,12,8,14,12,7,7,11,16,8,12,13,13,14,12,13,12,15,13,14,14,13,13,11,16,12,12,12,12,12,13,14,15,2,1,2,1,3,2,2,1,2,3,1
- - -,Wnt,67155012,Rubén García,M/AM (RLC),Atlético Pamplona,ESP,171 cm,72 kg,28,£3.6M - £11M,"£16,250 p/w",Left,Very Strong,Reasonable,Fairly Determined,Level-headed,14,15,14,12,14,14,9,13,4,5,14,13,9,15,11,12,14,13,13,14,15,16,7,14,6,14,15,13,14,14,12,5,12,13,13,11,2,1,2,3,2,3,3,1,1,3,3
- - -,Wnt,67065930,Óscar De Marcos,D/WB/M/AM (R),A. Bilbao,ESP,182 cm,78 kg,33,£850K,"£8,500 p/w",Right,Reasonable,Very Strong,Fairly Ambitious,Level-headed,10,12,11,11,10,10,11,12,4,11,12,7,12,12,12,12,15,12,14,11,13,12,9,14,14,14,11,15,12,12,11,10,14,13,14,13,3,3,1,2,2,3,3,3,3,3,3
- - -,,67190072,Aritz Elustondo,D (RC),Real San Sebastián,ESP,182 cm,72 kg,28,£14M - £41M,"£28,000 p/w",Right,Reasonable,Very Strong,Resolute,Reserved,4,13,10,11,12,7,15,12,9,14,13,6,15,13,13,14,16,13,15,14,16,4,17,9,14,16,13,15,12,12,12,13,13,14,15,14,2,2,2,3,2,3,2,2,4,2,4
- - -,Wnt,67210735,Alejandro Catena,D (C),Vallecano,ESP,194 cm,78 kg,27,£2.8M - £8.4M,"£14,250 p/w",Right,Weak,Very Strong,Balanced,Level-headed,7,6,11,8,11,7,15,8,10,15,12,8,14,12,12,13,14,14,14,14,11,8,14,8,14,14,10,15,12,12,9,15,14,12,14,15,3,2,2,3,3,2,3,2,1,2,2
- - -,,67227127,Manu Vallejo,"M (L), AM (RLC), ST (C)",Girona,ESP,167 cm,72 kg,25,£3.3M - £9.8M,"£12,500 p/w",Right,Fairly Strong,Very Strong,Fairly Determined,Level-headed,12,11,12,14,12,11,9,12,12,7,12,14,7,13,10,14,13,10,12,12,15,13,10,14,12,11,12,13,15,14,14,6,17,13,12,12,1,3,1,2,2,3,3,1,1,2,2
- - -,,12087972,Nicolas Jackson,"AM (RLC), ST (C)",Villarreal,SEN,186 cm,78 kg,21,£7.8M - £24M,"£13,000 p/w",Right Only,Weak,Very Strong,Balanced,Media-friendly,8,9,15,14,12,8,13,10,6,8,11,13,9,15,14,10,12,13,11,10,12,12,7,9,11,9,12,12,16,13,8,12,14,16,14,12,3,3,1,2,3,2,1,3,1,2,1
- - -,,67215898,Igor Zubeldia,"D (C), DM",Real San Sebastián,ESP,180 cm,79 kg,25,£7.4M - £22M,"£18,500 p/w",Right,Fairly Strong,Very Strong,Fairly Loyal,Level-headed,9,11,12,12,12,12,13,12,8,14,14,12,14,14,15,15,13,12,13,13,12,9,11,11,14,16,12,15,12,13,13,11,14,12,15,14,2,3,1,2,1,3,4,3,2,1,3
- - -,Wnt,67245235,Fran García,D/WB/M/AM (L),Vallecano,ESP,168 cm,64 kg,22,£4.3M - £13M,"£2,600 p/w",Left,Very Strong,Weak,Fairly Professional,Level-headed,11,13,13,8,10,12,5,11,14,11,12,7,11,12,14,13,15,12,14,11,14,11,12,13,13,15,13,16,16,13,17,5,14,15,14,11,3,3,2,1,1,3,3,2,2,3,3
- - -,Wnt,67258829,Fer Niño,ST (C),Villarreal,ESP,190 cm,73 kg,21,£6.2M - £19M,"£7,750 p/w",Right,Weak,Very Strong,Balanced,Media-friendly,11,9,13,16,13,11,14,11,9,8,11,11,7,11,16,13,12,14,14,12,13,13,11,14,8,14,10,14,12,10,8,16,8,13,14,14,2,1,2,3,1,4,3,3,3,3,1
- - -,,28116557,Arnau Puigmal,"M (RC), AM (C)",Almería,ESP,175 cm,73 kg,21,£4.8M - £14.5M,"£5,750 p/w",Right,Fairly Strong,Very Strong,Balanced,Media-friendly,12,12,11,13,14,14,5,12,2,5,15,10,8,15,10,11,10,13,12,13,10,13,7,14,8,11,14,12,13,13,12,8,14,12,13,12,3,2,3,4,2,2,2,3,1,1,1
- - -,Wnt,67281485,Rodri,M/AM (RC),Real Hispalis,ESP,168 cm,62 kg,22,£6.8M - £20M,"£11,250 p/w",Left,Very Strong,Fairly Strong,Balanced,Level-headed,9,12,14,11,14,9,8,12,11,7,15,11,9,16,11,13,11,11,10,13,14,13,11,12,8,10,17,10,14,13,13,8,13,13,13,11,1,3,2,1,2,2,2,1,2,1,2
- - -,,67142545,Manu Trigueros,M (C),Villarreal,ESP,178 cm,75 kg,30,£8.6M - £26M,"£25,500 p/w",Right,Fairly Strong,Very Strong,Spirited,Level-headed,15,12,14,11,16,14,8,13,6,8,16,13,9,16,13,14,12,16,13,15,13,13,10,14,11,14,15,14,11,16,11,9,14,12,14,8,2,1,2,3,2,4,2,3,1,1,1
- - -,Wnt,78066692,Alfonso Espino,D (L),Cádiz,URU,172 cm,71 kg,30,£1.5M - £4.6M,"£16,000 p/w",Left Only,Very Strong,Weak,Resolute,Level-headed,7,11,10,6,11,6,6,10,13,14,11,7,14,9,15,12,16,11,14,11,15,9,15,13,12,16,11,19,15,14,14,6,17,14,18,14,2,2,3,2,3,3,4,1,1,4,2
- - -,,19102543,Dyego Sousa,ST (C),Almería,POR,190 cm,85 kg,32,£600K - £1.8M,"£5,750 p/w",Right,Fairly Strong,Very Strong,Perfectionist,Media-friendly,4,7,11,14,11,8,16,11,5,5,11,13,8,11,15,12,15,13,13,12,14,8,10,12,8,13,13,13,11,10,15,16,15,12,13,16,3,4,2,2,1,1,3,1,1,2,3
- - -,,67092251,Lago Junior,"M/AM (RL), ST (C)",Mallorca,CIV,180 cm,74 kg,31,£850K - £2.6M,"£7,250 p/w",Right,Reasonable,Very Strong,Determined,Media-friendly,7,11,12,13,10,8,9,12,7,7,11,11,7,12,9,13,9,10,11,9,18,9,8,15,6,8,11,13,15,15,12,10,14,15,13,12,1,2,1,3,2,3,3,2,1,1,1
- - -,,1510293,Roberto,GK,Valladolid,ESP,192 cm,93 kg,36,£85K - £250K,"£9,000 p/w",Right,Reasonable,Very Strong,Fairly Professional,Level-headed,3,2,6,2,8,4,8,2,2,2,8,3,3,9,8,13,12,13,13,12,13,4,13,2,14,13,7,13,10,12,13,15,13,10,12,12,13,11,12,4,12,14,14,17,15,7,15
- - -,,67080544,Edgar Badía,GK,Elche,ESP,181 cm,79 kg,30,£2M - £6M,"£12,500 p/w",Right,Reasonable,Very Strong,Professional,Level-headed,1,3,2,1,11,6,5,3,3,3,13,2,1,10,3,12,15,12,14,13,13,14,10,10,14,10,9,11,11,16,9,11,14,10,11,10,10,11,16,2,12,12,15,19,19,14,11
- - -,,67044635,Roberto Torres,"M (RC), AM (RLC)",Atlético Pamplona,ESP,176 cm,69 kg,33,£2M - £6M,"£17,000 p/w",Right,Fairly Strong,Very Strong,Fairly Determined,Media-friendly,16,15,11,12,15,16,7,15,7,7,16,17,7,16,13,12,13,14,14,14,15,16,14,11,11,15,15,14,11,12,12,10,13,11,12,11,2,2,2,1,3,2,4,1,1,2,3
