Rec,Inf,UID,Name,Position,Club,Nat,Height,Weight,Age,Transfer Value,Wage,Preferred Foot,Left Foot,Right Foot,Personality,Media Handling,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
- - -,,2000019783,Silko Thomas,WB/AM (RL),Chelsea,ENG,"5'10""",73 kg,17,£130K - £375K,"£1,500 p/w",Right,Fairly Strong,Very Strong,Balanced,Media-friendly,4,10,9,9,8,6,5,7,7,5,7,5,5,8,6,8,3,8,7,8,11,11,5,8,8,10,8,12,15,13,7,4,10,14,7,6,1,3,3,2,1,3,4,2,2,3,1
- - -,Set,2000018180,Jimi Tauriainen,"M (RL), AM (RLC)",Chelsea,FIN,"6'1""",69 kg,17,£150K - £475K,"£2,500 p/w",Left,Very Strong,Reasonable,Balanced,Media-friendly,9,8,8,9,13,11,8,11,2,5,7,3,7,10,13,10,4,9,8,7,7,8,8,7,6,7,8,9,13,8,9,11,13,13,14,7,3,3,3,2,2,2,2,1,3,2,3
- - -,Set,67080310,Marcos Alonso,D/WB/M (L),Chelsea,ESP,"6'2""",87 kg,30,£10.5M - £32M,"£100,000 p/w",Left,Very Strong,Reasonable,Balanced,Level-headed,14,13,12,14,14,15,16,14,12,13,14,12,14,14,12,14,12,14,12,14,13,12,9,15,13,14,13,15,12,10,15,13,14,12,16,15,2,3,1,1,2,1,4,2,1,2,3
- - -,,2000016816,Derrick Abu,D/WB (RL),Chelsea,ENG,"5'10""",71 kg,17,£110K - £325K,"£2,500 p/w",Right,Weak,Very Strong,Balanced,Media-friendly,4,7,6,6,7,1,4,3,7,5,5,7,7,7,10,7,10,7,6,6,6,6,12,6,5,9,7,12,15,10,7,4,10,13,7,7,1,1,3,1,2,1,1,4,3,3,1
- - -,Set,85081880,N'Golo Kanté,"DM, M (C)",Chelsea,FRA,"5'6""",72 kg,30,£48M - £145M,"£300,000 p/w",Right,Weak,Very Strong,Model Citizen,"Evasive, Unflappable",6,12,11,10,14,8,10,10,6,12,15,8,19,14,15,20,15,14,16,16,19,13,5,15,15,20,14,20,15,13,15,7,18,14,20,11,2,2,3,2,3,1,3,1,1,3,3
- - -,Set,8833628,Thiago Silva,D (C),Chelsea,BRA,"6'0""",79 kg,36,Not for Sale,"£98,000 p/w",Right,Weak,Very Strong,Leader,Level-headed,4,5,9,7,14,8,17,7,7,17,13,14,16,13,17,17,15,18,17,15,15,8,19,8,19,15,13,14,10,12,16,13,14,12,14,14,2,2,4,3,2,1,3,2,2,2,4
- - -,Yth,2000108690,Brodi Hughes,D (RC),Chelsea,ENG,"6'1""",71 kg,16,£325K - £1M,£150 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,7,7,7,3,7,2,8,8,8,8,7,3,8,8,8,7,10,8,9,8,10,5,8,7,9,10,7,13,15,8,8,9,15,14,8,8,3,1,3,1,2,3,2,2,3,2,2
- - -,,28121373,George Nunn,"WB/M (L), AM (RL), ST (C)",Chelsea,IRL,"6'2""",73 kg,19,£90K - £275K,"£1,700 p/w",Left,Very Strong,Reasonable,Balanced,Media-friendly,5,9,6,10,7,4,8,5,9,4,6,3,6,7,8,9,10,8,8,8,8,6,4,9,6,9,8,13,13,8,9,11,15,15,9,8,3,3,1,3,1,2,1,3,3,2,3
- - -,,2000016605,Jude Soonsup-Bell,ST (C),Chelsea,ENG,"6'1""",71 kg,17,£7.8M - £23M,"£1,500 p/w",Right,Fairly Strong,Very Strong,Fairly Determined,Media-friendly,10,7,8,14,10,11,8,9,2,8,7,10,7,9,12,9,12,10,9,9,15,6,11,11,7,11,7,12,14,8,10,11,14,15,13,8,1,4,4,2,2,3,1,2,2,2,1
- - -,,29128536,Ben Chilwell,D/WB (L),Chelsea,ENG,"5'10""",77 kg,24,£42M - £126M,"£190,000 p/w",Left,Very Strong,Fairly Strong,Fairly Professional,Level-headed,13,15,15,7,15,11,14,7,11,14,13,11,13,13,12,14,13,14,13,14,14,11,12,11,15,14,12,16,15,14,15,13,14,16,17,13,2,2,3,3,1,2,2,3,1,1,3
- - -,,2000018177,Charlie Webster,M (C),Chelsea,ENG,"5'10""",67 kg,17,£3.5M - £10.5M,"£2,500 p/w",Right,Fairly Strong,Very Strong,Balanced,Media-friendly,10,6,9,8,11,13,6,10,7,6,11,13,7,13,6,9,5,12,8,10,12,11,11,8,7,10,12,11,13,10,8,8,8,12,6,7,4,2,2,3,2,2,3,2,2,3,1
- - -,,2000017295,Luke Badley-Morgan,D (LC),Chelsea,ENG,"6'0""",71 kg,17,£130K - £400K,"£2,500 p/w",Left,Very Strong,Fairly Strong,Balanced,Level-headed,7,8,6,8,9,3,8,7,8,9,8,2,7,10,7,10,7,9,7,9,11,5,10,7,9,13,9,12,16,9,11,13,12,13,10,8,2,1,3,4,2,2,1,3,1,3,3
- - -,Yth,2000108691,Lewis Hall,"D (LC), WB (L), DM, M/AM (C)",Chelsea,ENG,"5'10""",78 kg,16,£6.4M - £19M,£150 p/w,Left,Very Strong,Reasonable,Balanced,Media-friendly,10,8,7,9,10,13,10,11,5,10,11,16,8,10,7,8,10,12,10,11,13,9,10,8,7,9,11,11,12,7,10,8,9,12,11,8,3,2,1,1,2,3,2,1,1,1,3
- - -,Yth,2000108692,Richard Olise,"D (RLC), WB (RL)",Chelsea,ENG,"5'7""",57 kg,16,£425K - £1.3M,£150 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,5,7,8,2,8,3,4,8,8,6,7,1,7,9,6,8,8,10,6,8,7,10,3,6,6,9,11,12,15,11,7,7,10,14,11,7,3,3,2,1,2,1,3,3,1,4,3
- - -,,67103336,Saúl,"DM, M (RLC)",Chelsea,ESP,"6'0""",76 kg,26,£18.5M - £56M,"£205,000 p/w",Left,Very Strong,Reasonable,Resolute,Reserved,13,12,15,13,14,13,15,12,7,13,15,12,14,16,8,15,12,14,17,13,15,15,13,15,15,14,16,14,13,13,12,13,12,14,14,12,3,3,3,2,3,2,2,3,2,2,4
- - -,Yth,2000108694,Leo Castledine,"M (C), AM (RC)",Chelsea,ENG,"5'11""",64 kg,15,£10M - £31M,£150 p/w,Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,11,10,8,10,9,15,7,13,2,6,8,7,10,8,12,11,13,8,7,8,17,7,10,11,8,14,8,15,13,8,10,8,13,12,10,8,3,1,1,1,1,3,1,2,1,2,1
- - -,Set,48036830,Malang Sarr,D (LC),Chelsea,FRA,"6'0""",73 kg,22,£11.5M - £34M,"£35,000 p/w",Left,Very Strong,Weak,Resolute,Level-headed,5,11,12,7,13,6,13,7,8,13,13,11,14,13,12,12,15,13,12,13,15,12,10,10,12,14,12,14,14,14,15,11,16,15,15,13,1,1,3,3,3,2,2,3,4,1,1
- - -,Set,27066387,Andreas Christensen,"D (C), DM, M (C)",Chelsea,DEN,"6'2""",78 kg,25,£33M - £99M,"£80,000 p/w",Right,Reasonable,Very Strong,Fairly Ambitious,Media-friendly,5,10,11,9,14,5,15,8,12,15,14,9,14,13,7,17,8,16,16,17,11,9,9,10,16,15,10,13,12,14,12,14,14,15,13,10,3,2,3,3,1,2,2,1,1,2,2
- - -,,28124747,Aidan Steele,M (C),Crystal Palace,NIR,"5'9""",66 kg,18,£12K - £35K,£350 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,5,5,5,4,13,5,4,13,1,4,13,4,5,12,14,9,1,5,3,13,9,8,5,5,7,7,8,11,13,10,6,6,13,9,6,3,2,3,3,1,1,2,1,2,1,3,2
- - -,,28004100,Joel Ward,D (RL),Crystal Palace,ENG,"6'2""",83 kg,31,£1.4M - £4.1M,"£35,000 p/w",Right,Reasonable,Very Strong,Driven,Level-headed,5,10,10,5,10,5,13,8,5,13,12,5,14,11,15,16,14,12,16,14,18,5,11,13,14,17,9,14,12,13,12,13,15,11,14,12,2,1,3,3,1,3,2,1,4,3,3
- - -,Set,18022052,Cheikhou Kouyaté,"DM, M (C)",Crystal Palace,SEN,"6'4""",83 kg,31,£4.1M - £12.5M,"£65,000 p/w",Right Only,Weak,Very Strong,Balanced,Media-friendly,6,8,11,12,12,5,14,11,10,14,13,10,15,12,17,13,15,13,13,14,14,10,12,9,14,14,10,16,13,13,15,16,16,13,15,16,3,3,3,3,1,3,3,1,2,2,2
- - -,,5217388,James McArthur,"DM, M (RC)",Crystal Palace,SCO,"5'10""",64 kg,33,£550K - £1.6M,"£55,000 p/w",Right,Reasonable,Very Strong,Fairly Professional,Reserved,11,14,11,13,12,11,11,10,5,13,12,8,14,12,14,13,14,13,14,12,10,2,12,11,14,14,12,16,12,14,14,7,18,10,14,13,1,3,1,2,2,3,1,3,3,3,2
- - -,Yth,28124742,Rowan Smith,M (C),Crystal Palace,ENG,"5'6""",62 kg,18,£9K - £28K,£150 p/w,Right Only,Weak,Very Strong,Balanced,Level-headed,6,5,6,4,14,3,4,7,1,9,14,1,8,10,14,7,7,11,2,13,4,8,1,5,4,7,8,12,9,11,7,7,5,10,9,2,1,1,3,1,1,3,3,3,3,2,3
- - -,,28117396,David Boateng,"D (R), DM, M (C)",Crystal Palace,ENG,"5'7""",63 kg,20,£10K - £30K,£500 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,3,5,5,2,5,6,5,4,1,8,10,1,9,4,12,9,3,6,6,10,9,5,8,7,9,11,9,18,14,10,7,4,6,13,11,7,3,2,1,4,1,1,1,1,3,3,3
- - -,Set,1510602,Vicente Guaita,GK,Crystal Palace,ESP,"6'3""",80 kg,34,Not for Sale,"£60,000 p/w",Right,Weak,Very Strong,Fairly Determined,Level-headed,4,2,3,3,8,7,8,2,2,1,9,1,1,10,6,13,13,13,15,13,15,3,11,2,16,11,13,11,10,13,14,15,13,11,14,13,14,14,12,6,16,12,14,17,15,14,15
- - -,Loa,61088727,Scott Banks,"M (L), AM (RLC)",Crystal Palace,SCO,"6'0""",75 kg,19,£230K - £700K,"£3,000 p/w",Left Only,Very Strong,Weak,Fairly Determined,Media-friendly,13,13,13,12,11,10,4,10,10,7,12,12,6,13,9,8,6,11,10,8,15,12,10,12,9,7,11,10,12,10,12,12,7,12,11,10,2,3,4,3,3,1,1,2,2,1,3
- - -,,28019851,Nathaniel Clyne,D/WB (R),Crystal Palace,ENG,"5'9""",67 kg,30,£1.4M - £4.1M,"£20,000 p/w",Right Only,Weak,Very Strong,Balanced,Level-headed,5,11,10,5,13,3,8,4,11,13,13,5,16,13,13,12,14,13,14,14,12,8,9,13,14,16,9,16,13,13,13,10,13,14,13,13,1,2,1,2,2,1,4,2,3,2,1
- - -,,2000013451,Jadan Raymond,M/AM (C),Crystal Palace,WAL,"5'6""",57 kg,17,£230K - £700K,£750 p/w,Left Only,Very Strong,Weak,Balanced,Media-friendly,6,7,11,7,13,6,6,6,2,6,11,1,8,12,5,5,5,8,6,11,11,12,10,8,7,6,10,11,13,13,7,4,12,13,9,1,2,2,1,1,1,2,3,3,1,1,1
- - -,Loa,28128115,Jesurun Rak-Sakyi,"M (R), AM (RLC), ST (C)",Crystal Palace,ENG,"6'1""",76 kg,18,£300K - £900K,£800 p/w,Left,Very Strong,Weak,Balanced,Media-friendly,9,12,12,12,10,11,7,11,6,6,9,4,7,12,7,6,4,7,7,7,11,10,11,12,7,11,9,8,14,9,10,9,13,13,3,8,1,1,2,1,2,1,2,1,2,3,2
- - -,Wnt,28111938,Nya Kirby,"DM, M (C)",Crystal Palace,ENG,"5'8""",68 kg,21,£70K - £210K,"£6,500 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,11,12,10,10,12,10,8,12,1,6,11,12,10,13,8,11,9,12,10,11,8,11,9,11,8,8,11,8,14,12,8,7,12,13,14,9,2,1,2,3,4,1,3,3,4,2,2
- - -,Set,37041918,Jairo Riedewald,"D (L), DM, M (C)",Crystal Palace,NED,"6'2""",78 kg,24,£2.3M - £6.8M,"£65,000 p/w",Left,Very Strong,Reasonable,Balanced,Media-friendly,8,9,11,7,12,8,10,6,8,13,13,8,14,13,12,13,12,13,12,12,11,10,10,10,15,14,14,11,12,13,13,13,13,14,13,13,2,3,3,2,2,1,3,1,2,2,2
- - -,Yth,2000140824,Basilio Rieno-Socoliche,"AM (RLC), ST (C)",Crystal Palace,ENG,"5'9""",59 kg,16,£40K - £110K,£150 p/w,Left,Very Strong,Weak,Balanced,Media-friendly,7,5,14,9,15,7,6,9,4,5,7,6,4,11,13,7,5,7,8,13,6,15,5,11,8,14,11,9,5,8,3,9,12,8,5,5,2,2,2,3,3,1,2,2,1,4,2
- - -,,5129541,James Tomkins,D (RC),Crystal Palace,ENG,"6'3""",79 kg,32,£600K - £1.7M,"£55,000 p/w",Right,Reasonable,Very Strong,Fairly Sporting,Level-headed,6,4,10,4,9,4,16,4,6,13,9,2,14,10,12,13,16,15,11,12,12,4,14,8,14,18,6,16,13,11,14,16,9,11,12,13,3,3,3,3,3,1,1,2,3,3,3
- - -,Wnt,28116529,Reece Hannam,D (L),Crystal Palace,ENG,"6'2""",78 kg,20,£230K - £700K,"£1,500 p/w",Left,Very Strong,Weak,Fairly Professional,Reserved,7,6,7,4,9,4,12,9,8,14,9,7,11,9,10,9,9,8,14,9,9,5,8,8,11,11,6,12,14,9,11,12,14,13,13,8,2,3,1,3,2,2,2,3,3,2,3
- - -,,29068437,Remi Matthews,GK,Crystal Palace,ENG,"6'3""",78 kg,27,£8K - £22K,"£5,000 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,3,3,2,1,8,7,6,1,1,2,5,3,3,10,7,10,12,10,9,10,9,1,9,5,12,12,9,9,8,12,11,15,10,9,14,13,14,8,8,10,12,14,12,13,10,12,12
- - -,Yth,2000140844,David Ozoh,"DM, M (C)",Crystal Palace,ENG,"6'0""",68 kg,16,£65K - £200K,£150 p/w,Right,Weak,Very Strong,Fairly Determined,Media-friendly,4,7,7,8,9,7,6,5,1,10,9,6,12,9,15,10,13,8,8,5,16,5,8,8,6,14,9,13,11,14,8,12,8,14,9,5,2,1,1,1,2,1,3,3,1,3,4
- - -,,28122952,Malachi Boateng,"D (RC), DM, M (C)",Crystal Palace,ENG,"6'4""",82 kg,19,£9K - £26K,£500 p/w,Right,Fairly Strong,Very Strong,Balanced,Media-friendly,5,3,5,4,8,5,7,3,1,5,11,3,10,3,15,7,7,7,6,13,9,5,12,3,10,6,6,7,7,9,6,14,8,11,12,5,2,3,1,2,3,3,3,3,3,1,2
- - -,Yth,2000140865,James Leonard,D (C),Crystal Palace,ENG,"5'11""",63 kg,16,£22K - £65K,£150 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,2,1,4,7,11,4,10,6,7,6,11,6,12,12,13,9,9,10,10,5,4,6,3,8,16,8,9,9,6,9,9,12,5,9,5,5,1,2,1,3,2,2,2,3,1,3,2
- - -,,28108033,Marc Guehi,D (LC),Crystal Palace,ENG,"6'0""",82 kg,20,£25M - £74M,"£35,000 p/w",Right,Fairly Strong,Very Strong,Balanced,Level-headed,5,7,12,9,12,5,11,8,9,14,10,6,15,11,12,13,15,13,14,13,12,11,10,9,13,13,9,13,13,11,14,13,14,12,14,15,1,3,2,2,3,1,2,2,1,2,2
- - -,,29086005,Will Hughes,"DM, M (C)",Crystal Palace,ENG,"6'1""",74 kg,26,£6.8M - £21M,"£40,000 p/w",Left,Very Strong,Fairly Strong,Resolute,Reserved,11,12,12,12,14,9,6,10,5,12,13,11,14,12,15,14,14,16,12,13,15,13,12,13,15,15,13,16,11,14,12,11,11,11,12,11,1,2,4,3,2,3,4,3,1,1,1
- - -,Set,18009139,Christian Benteke,ST (C),Crystal Palace,BEL,"6'3""",86 kg,30,£1.1M - £3.3M,"£120,000 p/w",Right,Reasonable,Very Strong,Spirited,Media-friendly,7,7,10,12,9,9,18,11,12,9,10,10,4,14,15,13,14,9,12,10,16,12,10,13,8,11,13,9,12,13,17,18,14,13,14,19,3,3,3,2,2,3,3,1,2,3,2
- - -,Yth,2000048051,Joe Ling,M (C),Crystal Palace,ENG,"5'10""",70 kg,17,£10K - £30K,£150 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,5,4,2,6,10,5,7,12,4,11,13,2,5,9,13,10,3,3,6,11,5,5,9,7,12,6,13,11,12,9,1,5,14,13,6,11,3,1,2,1,3,3,3,3,1,1,3
- - -,,28124743,Daniel Quick,D (RC),Crystal Palace,ENG,"6'2""",77 kg,18,£9K - £28K,£350 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,2,4,6,1,8,3,7,1,1,11,5,2,11,6,8,7,8,3,7,14,8,5,10,6,11,6,6,7,9,12,7,10,11,10,4,5,2,1,1,2,1,2,1,3,3,3,1
- - -,,28010835,Martin Kelly,D (RC),Crystal Palace,ENG,"6'3""",78 kg,31,£750K - £2.3M,"£25,000 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,4,8,8,10,10,5,12,2,6,12,11,5,14,12,13,13,16,12,14,13,14,5,10,10,14,11,13,16,12,13,13,13,10,12,14,13,3,1,2,4,2,2,1,3,1,1,3
- - -,Wnt,28051378,Wilfried Zaha,"M/AM (RL), ST (C)",Crystal Palace,CIV,"5'11""",67 kg,28,£14M - £42M,"£130,000 p/w",Right,Fairly Strong,Very Strong,Ambitious,"Outspoken, Media-friendly",8,11,17,14,13,10,4,7,7,4,10,11,3,15,16,11,14,12,9,13,12,17,9,12,6,10,11,15,15,15,14,11,13,15,15,12,3,1,2,2,3,3,2,3,1,2,3
- - -,Yth,2000048045,Ryan Bartley,D (RC),Crystal Palace,ENG,"6'2""",75 kg,17,£18K - £50K,£150 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,5,8,9,1,11,1,11,2,1,7,1,5,11,4,14,8,8,2,9,13,12,5,5,2,8,5,5,6,13,11,6,12,11,13,5,6,2,1,2,2,2,3,1,1,1,4,1
- - -,,28044979,Jack Butland,GK,Crystal Palace,ENG,"6'5""",94 kg,28,£475K - £1.4M,"£35,000 p/w",Right,Reasonable,Very Strong,Professional,Reserved,1,2,2,1,4,6,4,3,3,3,5,1,3,10,10,12,14,14,12,7,6,3,10,2,11,12,5,12,12,16,12,14,16,11,14,12,15,10,4,11,15,14,16,8,17,11,11
- - -,Yth,2000048049,Kanye Jobson,"D (C), DM",Crystal Palace,ENG,"6'3""",78 kg,17,£14K - £40K,£150 p/w,Right,Weak,Very Strong,Balanced,Media-friendly,5,5,4,4,7,5,11,6,1,9,7,1,11,7,15,10,14,5,6,9,5,5,10,5,9,6,7,7,11,9,3,14,10,10,5,6,4,2,2,1,2,3,1,2,2,1,1
- - -,Yth,2000140838,Freddie Bell,"DM, M (C)",Crystal Palace,ENG,"5'10""",65 kg,16,£18K - £50K,£150 p/w,Right Only,Weak,Very Strong,Balanced,Level-headed,5,3,6,6,13,5,6,8,2,7,12,1,12,8,15,5,6,4,5,14,4,5,10,6,7,13,7,11,14,8,6,4,10,11,6,4,2,2,4,3,2,3,4,3,3,3,2
- - -,,2000048057,Jack Wells-Morrison,"DM, M (C)",Crystal Palace,ENG,"5'9""",64 kg,17,£170K - £500K,£350 p/w,Right,Reasonable,Very Strong,Balanced,Media-friendly,6,6,4,8,12,6,6,11,1,8,10,7,7,13,15,8,8,10,4,13,3,5,9,4,9,7,8,4,13,12,13,8,8,14,11,9,1,2,1,1,1,4,1,2,1,1,3
- - -,Inj,28116003,Nathan Ferguson,D (RC),Crystal Palace,ENG,"5'11""",77 kg,20,£4.7M - £14M,"£35,000 p/w",Right,Fairly Strong,Very Strong,Balanced,Media-friendly,7,7,12,8,9,3,13,8,10,13,12,7,14,9,15,11,10,9,10,16,6,6,9,8,13,6,7,11,12,11,11,9,12,12,13,14,1,2,3,3,3,1,1,1,1,1,1
- - -,Yth,2000140896,Kalani Barton,D/WB (R),Crystal Palace,ENG,"5'9""",57 kg,16,£16K - £45K,£150 p/w,Right Only,Weak,Very Strong,Balanced,Level-headed,4,3,3,1,7,1,6,2,6,5,8,1,9,8,12,5,6,6,7,10,14,8,5,2,7,11,7,8,16,12,7,4,12,11,12,3,1,2,1,3,1,2,3,1,1,2,3
- - -,,29221846,Michael Olise,AM (RLC),Crystal Palace,FRA,"5'11""",69 kg,19,£27M - £80M,"£35,000 p/w",Left,Very Strong,Reasonable,Ambitious,Media-friendly,15,13,14,9,15,14,4,13,11,7,15,15,8,15,6,11,9,13,13,12,12,16,7,13,7,12,14,13,15,16,14,10,13,14,12,8,1,3,1,3,3,3,2,1,2,2,1
- - -,Yth,2000048055,Matty Vigor,ST (C),Crystal Palace,ENG,"5'11""",71 kg,17,£10K - £30K,£150 p/w,Right Only,Weak,Very Strong,Balanced,Level-headed,4,3,7,12,11,1,13,4,3,2,2,4,2,9,5,11,3,8,4,10,6,8,5,12,1,5,5,7,12,8,6,9,14,12,12,8,2,1,1,2,3,2,2,2,3,1,2
- - -,Yth,2000140890,Jackson Izquierdo,GK,Crystal Palace,ENG,"6'5""",80 kg,16,£16K - £45K,£150 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,2,1,3,2,1,5,1,2,2,1,7,2,2,1,8,6,7,7,10,6,14,1,1,3,4,7,6,6,8,7,7,14,11,5,1,6,14,10,9,6,14,9,12,5,14,14,4
- - -,Set,34010721,Jordan Ayew,"AM (RL), ST (C)",Crystal Palace,GHA,"6'0""",81 kg,29,£2.4M - £7.2M,"£35,000 p/w",Right Only,Weak,Very Strong,Ambitious,Media-friendly,5,9,16,13,14,9,14,13,5,4,11,14,11,15,13,14,14,12,12,10,15,15,6,14,11,9,12,14,14,13,13,11,14,13,16,13,2,3,1,2,3,2,2,1,3,1,1
- - -,Yth,2000118376,Laurie Shala,GK,Crystal Palace,KVX,"6'5""",74 kg,16,£12K - £40K,£150 p/w,Right Only,Weak,Very Strong,Balanced,Media-friendly,2,2,2,1,1,5,1,1,1,1,6,1,1,3,6,6,11,4,4,12,7,1,6,3,8,5,4,4,12,12,5,11,17,12,1,5,9,9,8,8,10,10,4,13,12,6,8
- - -,,28111507,Tyrick Mitchell,D/WB (L),Crystal Palace,ENG,"5'9""",70 kg,21,£19M - £57M,"£28,000 p/w",Left,Very Strong,Reasonable,Spirited,Unflappable,8,14,13,6,12,5,12,9,10,10,14,7,15,12,12,13,13,13,12,14,13,10,4,11,14,13,13,14,15,13,12,8,14,16,14,11,3,3,2,1,3,3,3,3,3,2,2
- - -,,2000048043,Tayo Adaramola,D/WB (L),Crystal Palace,IRL,"5'6""",62 kg,17,£2.3M - £6.8M,"£1,500 p/w",Left,Very Strong,Reasonable,Balanced,Level-headed,5,12,12,13,10,4,9,11,6,8,11,5,9,12,5,7,8,9,11,7,12,14,3,9,10,11,10,10,13,15,9,9,12,13,12,9,1,3,2,3,2,3,2,3,1,3,1
- - -,,62028856,Luka Milivojevi?,"DM, M (C)",Crystal Palace,SRB,"6'0""",75 kg,30,£2.6M - £7.8M,"£80,000 p/w",Right,Weak,Very Strong,Perfectionist,Level-headed,9,11,8,12,11,14,14,13,7,14,9,17,15,13,16,14,14,14,13,11,16,9,15,11,14,17,14,15,11,12,15,13,17,10,16,14,1,3,2,2,2,2,2,2,3,1,2
- - -,Yth,2000048054,Joe Sheridan,D (C),Crystal Palace,ENG,"6'1""",76 kg,17,£12K - £35K,£150 p/w,Right,Weak,Very Strong,Fairly Determined,Media-friendly,1,1,1,2,5,1,9,1,1,10,4,1,10,4,15,8,7,3,8,10,15,5,5,2,9,4,4,6,11,12,5,12,10,12,11,10,2,2,4,1,2,2,2,3,1,2,1
- - -,Yth,2000048050,Cameron Lewis-Brown,D (R),Crystal Palace,ENG,"6'3""",76 kg,17,£14K - £40K,£150 p/w,Left,Very Strong,Weak,Balanced,Media-friendly,5,8,8,1,8,9,11,1,5,10,5,1,11,8,15,6,8,7,10,11,10,7,6,7,11,12,4,9,12,9,5,13,13,8,10,4,1,3,1,3,1,3,2,2,3,1,3
- - -,Yth,2000048044,Victor Akinwale,"AM (RL), ST (C)",Crystal Palace,ENG,"5'11""",70 kg,16,£190K - £550K,£150 p/w,Right,Reasonable,Very Strong,Fairly Determined,Level-headed,4,6,12,11,12,5,10,5,1,1,7,2,1,9,9,8,3,8,6,2,15,8,10,9,5,11,4,11,12,10,12,8,15,12,10,13,2,3,3,2,1,3,1,2,1,1,2
- - -,Set,48036880,Odsonne Edouard,ST (C),Crystal Palace,FRA,"6'2""",83 kg,23,£15M - £45M,"£80,000 p/w",Right,Reasonable,Very Strong,Spirited,Unflappable,6,8,15,16,15,13,12,13,4,5,12,17,7,16,9,14,12,16,12,14,13,12,6,15,6,10,12,11,12,13,15,14,14,13,14,16,2,3,3,3,1,1,2,1,2,3,2
- - -,,28108036,Conor Gallagher,M/AM (C),Crystal Palace,ENG,"6'0""",74 kg,21,£19.5M - £59M,"£15,000 p/w",Right,Fairly Strong,Very Strong,Fairly Determined,Level-headed,8,11,13,14,13,13,8,12,6,9,13,7,13,13,17,11,15,13,14,14,17,12,11,14,13,15,13,17,15,14,11,10,16,13,18,11,2,1,1,3,3,2,1,1,2,4,3
- - -,Yth,2000140874,Vonnte Williams,D (L),Crystal Palace,ENG,"5'10""",63 kg,16,£12K - £35K,£150 p/w,Left Only,Very Strong,Weak,Balanced,Media-friendly,4,4,1,5,6,1,3,4,7,9,8,4,10,7,14,4,7,7,8,13,10,5,9,2,5,14,4,14,14,12,8,10,13,10,9,4,2,3,1,2,3,1,2,1,3,3,4
- - -,Yth,2000140817,Junior Dixon,ST (C),Crystal Palace,ENG,"5'11""",73 kg,16,£60K - £180K,£150 p/w,Either,Strong,Very Strong,Balanced,Media-friendly,7,4,9,9,13,7,15,8,3,5,6,2,4,8,15,11,11,5,6,6,4,8,4,5,5,7,7,8,9,9,15,10,12,8,4,13,2,3,2,2,3,2,1,1,2,1,3
- - -,,29045055,Jeffrey Schlupp,"D/WB (L), M (LC), AM (L)",Crystal Palace,GHA,"5'10""",73 kg,28,£4.8M - £14.5M,"£60,000 p/w",Left Only,Very Strong,Very Weak,Fairly Determined,Level-headed,9,12,14,13,11,8,10,10,12,11,12,9,14,12,10,12,12,12,13,12,15,12,7,12,14,14,12,15,15,12,12,11,14,15,14,13,3,1,2,3,3,2,1,3,1,3,2
- - -,Yth,2000048046,Maliq Cadogan,AM (RL),Crystal Palace,ENG,"6'0""",68 kg,17,£14K - £40K,£150 p/w,Either,Strong,Very Strong,Balanced,Media-friendly,6,9,11,5,13,6,7,9,6,5,10,1,2,11,8,4,7,4,7,12,8,8,4,6,3,7,8,8,11,11,13,7,15,12,3,3,4,3,1,2,1,2,1,3,2,1,2
- - -,,28124737,David Omilabu,"M (L), AM (RL), ST (C)",Crystal Palace,ENG,"6'0""",73 kg,18,£30K - £95K,"£1,500 p/w",Left,Very Strong,Weak,Balanced,Level-headed,7,8,8,8,10,6,8,7,1,6,7,14,6,9,14,6,8,6,8,7,4,12,2,6,8,8,4,9,16,8,8,6,7,14,6,10,2,3,2,2,2,1,3,3,1,1,2
- - -,Inj,29156522,Ebere Eze,"M (C), AM (RLC)",Crystal Palace,ENG,"5'11""",67 kg,23,£15M - £45M,"£35,000 p/w",Right,Fairly Strong,Very Strong,Spirited,Unflappable,12,13,17,15,14,12,5,13,8,6,14,14,6,15,4,13,7,16,8,13,13,17,7,11,5,14,14,11,13,14,17,7,14,13,13,13,2,2,3,3,3,1,3,1,1,3,2
