Rec,Inf,UID,Name,Position,Club,Nat,Height,Weight,Age,Transfer Value,Wage,Preferred Foot,Left Foot,Right Foot,Personality,Media Handling,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
- - -,,91126230,Thilo Kehrer,"D (RC), DM, M (C)",West Ham,GER,186 cm,76 kg,25,£9.6M - £29M,"£95,000 p/w",Right,Fairly Strong,Very Strong,Ambitious,Outspoken,6,10,9,6,13,5,14,8,10,14,13,7,15,13,14,13,14,14,12,12,10,9,12,7,11,13,12,13,13,13,12,14,16,15,14,13,2,2,2,2,3,3,1,3,2,2,3
- - -,Wnt,93034815,Daniel Amartey,"D (RC), DM, M (C)",Leicester,GHA,186 cm,79 kg,27,£11M - £33M,"£55,000 p/w",Right,Reasonable,Very Strong,Spirited,"Evasive, Reserved",6,12,11,6,12,8,14,10,8,15,12,9,14,12,15,13,15,12,13,13,17,5,8,11,13,15,10,16,11,12,13,13,13,12,15,15,4,4,2,4,2,1,2,3,1,3,4
- - -,Wnt,28100207,Harvey Barnes,"M (L), AM (RLC)",Leicester,ENG,178 cm,66 kg,24,£24M - £73M,"£100,000 p/w",Right,Fairly Strong,Very Strong,Balanced,Level-headed,9,13,16,12,14,11,8,14,7,6,12,8,7,15,9,12,9,12,9,12,12,15,7,12,6,12,13,12,15,15,13,10,13,16,14,12,3,3,1,3,2,1,3,2,2,4,1
- - -,Inj,28100269,Axel Tuanzebe,D (C),Man UFC,ENG,185 cm,75 kg,24,£950K - £2.9M,"£45,000 p/w",Right,Reasonable,Very Strong,Professional,"Evasive, Unflappable",4,5,12,5,13,5,12,4,7,14,13,9,13,13,14,15,13,12,12,12,14,7,12,6,14,13,8,13,14,15,13,13,12,16,13,14,3,2,1,1,1,3,1,2,1,3,1
- - -,,18087973,Orel Mangala,"DM, M (C)",Nottm Forest,BEL,178 cm,82 kg,24,£5.2M - £15.5M,"£45,000 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,8,10,15,9,13,8,10,10,8,11,13,10,13,14,11,12,15,14,13,12,13,12,9,12,13,11,13,10,13,14,16,10,17,13,12,15,3,3,2,2,1,1,2,2,3,2,3
- - -,,28004100,Joel Ward,D (RLC),Crystal Palace,ENG,187 cm,82 kg,32,£1.4M - £4.1M,"£40,000 p/w",Right,Reasonable,Very Strong,Driven,Reserved,8,9,10,5,10,6,14,8,10,14,11,5,15,11,15,15,16,11,16,13,18,3,14,11,13,16,9,15,10,12,12,15,14,11,12,14,2,3,2,2,3,2,3,3,3,3,3
- - -,,85120748,Neal Maupay,ST (C),Everton,FRA,171 cm,69 kg,25,£14M - £42M,"£50,000 p/w",Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,6,10,11,14,14,7,13,13,5,7,13,13,9,14,17,14,17,12,14,12,15,13,11,15,9,14,14,16,14,14,15,8,15,13,15,14,3,3,1,2,3,3,3,2,3,2,2
- - -,Inj,5131224,Ryan Bertrand,D/WB (L),Leicester,ENG,179 cm,76 kg,32,£1.7M - £5.2M,"£80,000 p/w",Left,Very Strong,Reasonable,Professional,"Unflappable, Media-friendly",13,13,13,10,11,13,12,4,8,14,12,10,14,14,11,13,14,13,13,15,16,10,10,10,12,12,11,15,12,13,11,8,14,12,16,12,3,3,2,1,3,3,2,1,2,2,1
- - -,Wnt,48036506,Ibrahima Diallo,"DM, M (C)",Southampton,FRA,179 cm,68 kg,23,£11.5M - £35M,"£40,000 p/w",Right,Weak,Very Strong,Balanced,Level-headed,7,11,13,7,14,7,10,8,7,13,14,8,14,12,12,14,16,13,14,13,12,10,8,10,13,15,13,15,13,14,15,9,17,14,17,12,1,3,3,2,4,3,3,3,1,1,3
- - -,,52094936,Gavin Bazunu,GK,Southampton,IRL,189 cm,79 kg,20,£15.5M - £47M,"£40,000 p/w",Right,Weak,Very Strong,Resolute,Reserved,2,1,1,1,11,4,8,3,1,3,13,2,1,11,8,11,11,12,8,10,15,8,7,12,12,12,12,11,12,13,13,13,13,11,13,10,14,14,13,4,16,14,14,9,16,11,12
- - -,Inj,28100152,Tom Davies,"DM, M (C)",Everton,ENG,179 cm,70 kg,23,£12M - £37M,"£42,000 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,9,10,12,8,13,10,10,7,2,10,13,8,14,14,15,14,16,13,14,11,14,14,9,13,14,15,11,17,14,15,13,10,15,12,17,13,2,4,2,1,3,3,1,2,2,3,1
- - -,Inj,28116496,Oliver Skipp,"DM, M (C)",Tottenham,ENG,181 cm,70 kg,21,£26M - £77M,"£50,000 p/w",Right,Reasonable,Very Strong,Fairly Professional,Media-friendly,8,6,10,7,13,7,12,9,6,13,14,7,16,12,15,15,17,16,11,14,14,7,11,13,14,15,12,17,13,12,13,9,15,14,16,14,3,2,1,1,1,2,3,3,1,2,4
- - -,,5128263,Fraser Forster,GK,Tottenham,ENG,201 cm,99 kg,34,£4M - £12M,"£70,000 p/w",Right Only,Weak,Very Strong,Model Professional,"Media-friendly, Reserved",5,2,3,1,8,7,2,1,1,2,9,4,7,7,7,12,15,16,15,15,17,2,9,1,15,6,9,12,2,12,13,20,11,2,9,19,19,11,14,4,14,13,16,3,17,12,13
- - -,Inj,89040516,Ethan Pinnock,D (C),Brentford,JAM,194 cm,77 kg,29,£9.8M - £29M,"£30,000 p/w",Left Only,Very Strong,Weak,Professional,Reserved,5,7,10,7,11,6,15,5,13,13,12,5,14,11,12,14,15,14,14,13,16,6,13,8,14,13,11,14,12,11,14,17,14,12,14,15,2,4,1,2,4,3,2,3,3,2,2
- - -,,29114887,Demarai Gray,"M (RL), AM (RLC)",Everton,JAM,184 cm,74 kg,25,£9M - £27M,"£40,000 p/w",Right,Fairly Strong,Very Strong,Fairly Professional,Reserved,12,11,14,12,12,11,6,9,6,7,12,11,5,13,9,12,7,10,10,10,13,15,7,12,8,12,11,11,16,14,12,9,15,16,13,10,1,4,1,4,3,2,3,1,1,1,1
- - -,Inj,28020241,Liam Cooper,D (C),Leeds,SCO,188 cm,86 kg,30,£7.8M - £24M,"£35,000 p/w",Left Only,Very Strong,Weak,Resolute,Reserved,2,6,7,5,10,3,16,5,9,14,12,8,15,10,14,14,17,12,13,14,15,6,17,8,15,15,11,15,11,10,12,15,14,13,15,14,1,1,3,3,4,3,1,1,3,3,1
- - -,,37041918,Jaïro Riedewald,"D (L), DM, M (C)",Crystal Palace,NED,182 cm,82 kg,25,£1.2M - £3.7M,"£45,000 p/w",Left,Very Strong,Reasonable,Balanced,Media-friendly,8,9,11,7,13,8,10,6,8,13,13,8,13,11,8,13,10,12,12,12,9,10,8,10,12,12,13,11,12,14,13,11,13,14,13,15,1,3,2,2,4,1,2,3,4,1,2
- - -,Wnt,43500350,Wilfried Gnonto,"AM (RLC), ST (C)",Leeds,ITA,170 cm,71 kg,18,£9M - £27M,"£20,000 p/w",Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,5,9,14,13,12,8,8,9,3,4,12,10,6,15,8,11,9,13,7,8,16,14,6,13,5,9,11,13,16,14,12,5,17,15,12,8,2,4,4,3,2,3,3,2,1,3,2
- - -,,29125191,Dominic Solanke,ST (C),Bournemouth,ENG,187 cm,74 kg,24,£15M - £45M,"£45,000 p/w",Right,Fairly Strong,Very Strong,Fairly Ambitious,Media-friendly,5,10,12,14,14,8,12,10,7,7,11,12,8,15,13,13,13,13,11,12,12,12,5,15,9,14,11,17,14,12,13,14,17,14,13,14,4,3,4,1,3,2,3,2,3,3,3
- - -,,91207274,Amadou Onana,"D (C), DM, M (C)",Everton,BEL,192 cm,76 kg,20,£41M - £123M,"£35,000 p/w",Right,Fairly Strong,Very Strong,Ambitious,Outspoken,7,9,14,8,13,9,12,9,8,12,13,9,14,14,13,11,12,14,12,12,14,14,9,11,11,10,14,14,12,13,15,15,13,17,14,13,3,1,3,1,3,1,3,3,3,2,2
- - -,,28025033,Tom Cairney,M/AM (C),Fulham,SCO,185 cm,72 kg,31,£1.6M - £4.7M,"£30,000 p/w",Left Only,Very Strong,Weak,Balanced,Media-friendly,12,14,13,13,15,14,7,15,6,7,15,13,10,15,13,14,9,14,12,15,11,15,15,14,12,14,14,11,10,13,14,10,15,10,13,9,3,3,1,1,1,1,1,1,1,1,4
- - -,,67141802,Javi Manquillo,"D (RL), WB (R)",Newcastle,ESP,178 cm,76 kg,28,£2.1M - £6.2M,"£40,000 p/w",Right Only,Weak,Very Strong,Resolute,Level-headed,5,12,11,5,12,7,11,8,12,13,11,8,14,12,13,13,13,12,14,13,16,11,9,13,14,15,9,15,13,14,9,11,12,15,15,12,1,1,3,2,3,3,2,2,2,1,4
- - -,Wnt,85010871,Nampalys Mendy,"DM, M (C)",Leicester,SEN,167 cm,73 kg,30,£9.2M - £28M,"£50,000 p/w",Right,Weak,Very Strong,Balanced,Level-headed,8,11,12,8,14,7,8,7,6,13,14,11,15,13,13,15,14,15,13,15,13,8,7,8,14,16,12,16,13,14,14,5,15,12,17,12,1,1,1,2,1,3,1,3,3,1,2
- - -,,24039427,Duje Ćaleta-Car,D (C),Southampton,CRO,192 cm,89 kg,25,£10.5M - £31M,"£50,000 p/w",Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,5,5,8,7,13,8,15,10,8,14,14,8,14,9,14,15,13,12,13,12,15,10,11,8,14,14,12,14,11,11,15,15,14,12,14,16,4,3,1,2,4,3,1,1,1,1,3
- - -,,8601160,Alex McCarthy,GK,Southampton,ENG,194 cm,79 kg,32,£2.7M - £8.2M,"£50,000 p/w",Right,Reasonable,Very Strong,Resolute,Reserved,7,2,2,1,10,8,5,2,1,1,11,2,3,14,7,13,12,10,10,12,15,3,7,2,15,12,9,11,9,14,12,17,13,9,13,15,14,13,11,5,14,14,15,18,14,11,11
- - -,,20046423,Brenden Aaronson,M/AM (C),Leeds,USA,176 cm,66 kg,21,£14M - £42M,"£40,000 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,11,12,14,11,13,8,8,11,6,8,14,10,9,13,12,12,13,12,11,12,11,11,7,11,8,13,13,15,16,15,13,9,13,15,14,10,2,1,2,2,3,3,3,1,1,3,1
- - -,,28059634,Jamaal Lascelles,D (C),Newcastle,ENG,188 cm,89 kg,28,£2.1M - £6.2M,"£55,000 p/w",Right,Fairly Strong,Very Strong,Fairly Professional,Reserved,3,4,8,5,10,3,15,3,3,14,10,3,15,10,15,13,15,11,11,12,14,4,17,8,12,15,4,15,11,10,11,15,16,13,14,16,2,1,1,2,3,3,1,1,3,3,2
- - -,Inj,28106874,Japhet Tanganga,D (RC),Tottenham,ENG,186 cm,83 kg,23,£8.6M - £26M,"£25,000 p/w",Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,4,10,9,7,12,5,14,7,12,13,10,5,14,13,14,13,15,13,12,13,15,9,9,13,14,13,10,14,13,13,12,15,15,14,15,15,1,3,1,3,2,2,3,2,1,2,2
- - -,,28044979,Jack Butland,GK,Crystal Palace,ENG,196 cm,85 kg,29,£1M - £3.1M,"£40,000 p/w",Right,Reasonable,Very Strong,Professional,Reserved,2,3,1,3,6,1,6,2,2,3,9,1,3,10,10,12,14,14,12,7,10,3,10,2,13,12,5,12,12,16,12,18,12,10,14,13,15,12,7,11,15,11,16,8,16,11,12
- - -,,67006173,Adrián,GK,Liverpool,ESP,190 cm,80 kg,35,£850K - £2.6M,"£60,000 p/w",Right Only,Weak,Very Strong,Spirited,Evasive,3,3,3,2,13,6,2,2,1,1,12,1,1,10,13,13,14,11,12,13,15,1,11,1,13,10,7,10,11,14,13,13,14,11,11,13,13,13,16,15,13,12,13,15,14,12,13
- - -,,85010869,Layvin Kurzawa,D/WB (L),Fulham,FRA,182 cm,74 kg,29,£1.5M - £4.6M,"£89,000 p/w",Left,Very Strong,Weak,Fairly Sporting,Level-headed,10,13,12,10,14,10,12,10,13,10,13,13,12,14,10,12,12,14,12,10,14,12,10,15,10,14,12,15,14,14,14,13,12,14,15,13,1,3,2,3,1,2,3,1,1,2,2
- - -,,48044576,Boubakary Soumaré,"DM, M (C)",Leicester,FRA,188 cm,82 kg,23,£15M - £45M,"£80,000 p/w",Right,Weak,Very Strong,Fairly Ambitious,Level-headed,10,13,14,10,14,8,10,10,8,13,15,8,14,14,8,14,14,14,13,14,12,14,13,14,13,15,14,12,11,13,15,14,13,12,15,16,2,3,3,1,1,1,1,1,2,3,1
- - -,,71104595,Vitaliy Mykolenko,D/WB (L),Everton,UKR,180 cm,71 kg,23,£18.5M - £55M,"£50,000 p/w",Left,Very Strong,Reasonable,Spirited,Level-headed,8,13,12,7,12,5,13,12,10,12,13,4,14,12,12,12,15,12,14,13,16,7,8,13,13,13,11,16,15,14,11,13,14,15,15,11,2,2,3,3,1,3,1,1,4,2,3
- - -,Wnt,29127852,Lewis Cook,"DM, M (C)",Bournemouth,ENG,176 cm,71 kg,25,£7M - £21M,"£35,000 p/w",Right,Reasonable,Very Strong,Resolute,Reserved,9,10,12,10,14,5,6,9,3,7,15,7,14,14,14,13,14,14,12,12,15,13,14,12,12,15,15,14,13,14,14,8,16,13,14,13,2,1,3,1,3,1,2,1,3,1,1
- - -,,71099020,Emmanuel Dennis,"M (R), AM (RL)",Nottm Forest,NGA,175 cm,66 kg,24,£9.4M - £28M,"£40,000 p/w",Right Only,Weak,Very Strong,Ambitious,Media-friendly,9,12,14,13,13,9,9,10,5,6,12,14,8,14,14,12,16,14,10,9,12,14,8,10,5,10,7,10,18,15,12,7,13,18,13,13,2,1,3,2,2,2,3,1,3,3,3
- - -,Inj,93031462,Emil Krafth,D/WB (R),Newcastle,SWE,184 cm,83 kg,27,£900K - £2.7M,"£35,000 p/w",Right,Weak,Very Strong,Fairly Professional,Reserved,8,13,11,7,11,9,12,10,10,12,12,7,13,13,11,13,13,12,12,12,13,8,8,12,13,13,14,14,14,13,15,12,12,15,14,13,3,2,1,3,1,1,3,1,3,2,2
- - -,,28111063,Ben Johnson,D (RL),West Ham,ENG,183 cm,67 kg,22,£15.5M - £47M,"£30,000 p/w",Right,Fairly Strong,Very Strong,Fairly Professional,Reserved,6,13,12,10,12,5,11,9,11,14,10,3,14,12,12,14,14,13,14,13,14,8,11,13,15,15,10,14,13,14,13,12,11,13,14,12,2,4,4,3,1,2,1,3,3,2,3
- - -,,13158264,Patson Daka,ST (C),Leicester,ZAM,183 cm,72 kg,23,£21M - £62M,"£80,000 p/w",Right,Reasonable,Very Strong,Fairly Determined,Level-headed,6,8,10,16,14,7,9,11,6,8,12,9,8,13,5,13,13,14,13,13,16,11,9,13,11,14,12,15,16,15,13,12,13,17,13,13,1,2,1,2,2,1,3,1,1,1,3
- - -,,68008625,Pontus Jansson,D (C),Brentford,SWE,194 cm,89 kg,31,£6.4M - £19M,"£40,000 p/w",Right,Weak,Very Strong,Resolute,Outspoken,2,6,11,6,12,2,14,5,8,14,12,4,15,13,16,14,18,13,11,13,17,9,15,6,14,13,11,14,12,10,14,17,14,12,14,15,2,1,1,2,1,2,1,3,2,1,2
- - -,Wnt,29090530,Solly March,WB/M/AM (RL),Brighton,ENG,181 cm,73 kg,27,£20M - £61M,"£45,000 p/w",Left,Very Strong,Weak,Professional,Reserved,13,13,14,9,13,13,8,13,4,8,13,10,10,14,9,12,10,13,14,14,14,13,8,12,13,15,12,14,14,13,13,10,12,14,14,9,2,3,1,2,1,3,1,2,1,3,3
- - -,Inj,28094949,Harry Wilson,AM (RLC),Fulham,WAL,173 cm,64 kg,25,£13M - £40M,"£40,000 p/w",Left,Very Strong,Reasonable,Fairly Determined,Level-headed,14,15,15,14,14,16,5,14,3,6,14,15,7,15,11,12,10,15,9,14,15,14,12,14,7,12,14,13,14,14,14,6,13,14,13,8,2,2,1,3,1,1,4,3,1,3,1
- - -,,91143519,Vitaly Janelt,"DM, M (C)",Brentford,GER,184 cm,79 kg,24,£11M - £33M,"£40,000 p/w",Left,Very Strong,Reasonable,Fairly Determined,Media-friendly,10,12,13,12,13,9,12,13,12,12,14,8,14,13,16,14,16,13,14,12,15,8,12,11,12,15,13,15,12,12,14,12,16,12,15,14,1,3,3,3,2,2,3,3,2,2,3
- - -,,28116386,Anthony Gordon,"AM (RLC), ST (C)",Everton,ENG,183 cm,77 kg,21,£17M - £51M,"£10,000 p/w",Right,Reasonable,Very Strong,Fairly Determined,Level-headed,11,13,14,11,13,12,7,13,5,8,12,12,11,13,11,10,10,12,10,12,17,15,9,10,6,11,11,15,15,14,7,11,10,14,14,9,2,2,3,1,4,1,3,2,2,3,3
- - -,,37053643,Gianluca Scamacca,ST (C),West Ham,ITA,195 cm,85 kg,23,£22M - £67M,"£70,000 p/w",Right,Fairly Strong,Very Strong,Perfectionist,Media-friendly,4,5,11,17,14,13,16,16,4,4,12,12,5,14,14,14,14,13,13,13,16,16,12,15,4,14,12,14,11,12,16,16,15,13,14,16,3,1,2,3,1,3,2,1,3,1,2
- - -,Wnt,29076104,Harrison Reed,"DM, M (RC)",Fulham,ENG,181 cm,74 kg,27,£15.5M - £47M,"£40,000 p/w",Right,Reasonable,Very Strong,Resolute,Reserved,12,12,11,8,12,12,12,10,8,14,14,8,15,11,14,12,15,13,14,13,15,9,12,13,13,17,12,17,15,14,14,8,15,15,15,11,3,1,3,2,1,2,3,3,2,3,3
- - -,,18097160,Albert Sambi Lokonga,"DM, M (C)",Arsenal,BEL,183 cm,78 kg,22,£18.5M - £55M,"£50,000 p/w",Right,Fairly Strong,Very Strong,Fairly Determined,Level-headed,10,10,13,8,15,10,10,12,10,11,14,11,13,14,13,14,12,14,14,12,15,14,12,13,11,16,13,15,13,13,11,10,14,14,14,12,2,3,3,3,1,1,2,3,3,3,1
- - -,,37039829,Kenny Tete,D/WB (R),Fulham,NED,180 cm,71 kg,26,£12.5M - £38M,"£35,000 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,7,16,10,7,12,7,12,10,12,14,12,7,15,12,13,13,15,12,11,13,14,9,8,11,14,14,10,15,15,11,14,12,14,14,15,14,1,1,1,3,1,2,3,2,3,4,3
- - -,Wnt,85140175,Yoane Wissa,"M/AM (L), ST (C)",Brentford,COD,176 cm,74 kg,25,£5M - £15.5M,"£28,000 p/w",Right Only,Weak,Very Strong,Fairly Sporting,Level-headed,9,12,13,13,12,11,8,10,6,6,13,13,6,13,10,13,12,12,12,12,13,13,7,14,8,13,13,14,15,14,12,8,14,15,14,12,1,3,2,1,2,2,1,1,2,3,1
- - -,,13136629,Taiwo Awoniyi,ST (C),Nottm Forest,NGA,183 cm,74 kg,24,£17.5M - £53M,"£45,000 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,7,9,15,16,14,8,14,11,5,4,11,12,4,14,14,14,13,9,11,10,13,13,5,15,5,11,11,13,16,15,16,11,13,16,13,16,1,1,2,3,1,2,1,1,2,1,2
- - -,Lst,5125014,Theo Walcott,"M (L), AM (RL), ST (C)",Southampton,ENG,176 cm,71 kg,33,£700K,"£70,000 p/w",Right,Reasonable,Very Strong,Fairly Professional,Level-headed,10,11,13,11,11,11,5,7,3,6,11,10,7,13,9,11,10,11,11,12,13,13,8,11,9,12,9,16,14,13,12,7,15,14,12,9,1,3,1,2,3,3,3,1,3,2,2
- - -,,28115792,Neco Williams,D/WB/AM (R),Nottm Forest,WAL,183 cm,77 kg,21,£24M - £72M,"£40,000 p/w",Right,Weak,Very Strong,Fairly Loyal,Level-headed,8,16,13,11,14,7,11,12,10,11,12,6,13,13,12,11,12,13,10,14,14,11,6,11,11,14,12,14,14,14,13,11,15,14,14,11,1,1,4,3,1,1,4,1,2,4,3
- - -,,28019851,Nathaniel Clyne,"D (RL), WB (R)",Crystal Palace,ENG,175 cm,67 kg,31,£2.1M - £6.2M,"£70,000 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,5,11,10,5,13,6,9,4,11,14,12,5,15,13,13,14,14,13,15,12,12,8,9,12,14,15,10,16,13,13,13,9,12,14,15,12,2,3,3,1,3,3,2,2,3,3,3
- - -,,19236273,Lyanco,D (C),Southampton,BRA,187 cm,83 kg,25,£8.4M - £25M,"£50,000 p/w",Right,Reasonable,Very Strong,Perfectionist,Media-friendly,4,4,11,7,12,6,14,5,3,14,12,10,14,11,14,14,14,14,12,12,18,11,10,6,13,14,10,15,14,13,14,14,16,15,13,14,3,1,2,1,3,1,1,2,3,3,3
- - -,,27000592,Mathias Jørgensen,D (C),Brentford,DEN,191 cm,79 kg,32,£300K - £900K,"£21,500 p/w",Right,Fairly Strong,Very Strong,Balanced,Outspoken,5,5,11,7,13,8,13,6,11,13,14,7,13,13,12,13,13,15,9,11,13,10,14,8,13,13,12,12,12,11,15,15,13,12,13,14,1,1,2,3,1,3,1,3,3,2,2
- - -,,89038587,Kieffer Moore,ST (C),Bournemouth,WAL,196 cm,83 kg,29,£3.7M - £11M,"£25,000 p/w",Right,Reasonable,Very Strong,Spirited,Level-headed,7,10,11,13,13,8,15,12,9,10,11,14,8,12,14,13,14,13,12,12,16,11,11,14,11,14,11,14,11,8,14,17,16,12,13,15,1,1,3,3,2,1,2,2,3,3,2
- - -,,28117365,Luke Thomas,D/WB (L),Leicester,ENG,181 cm,75 kg,21,£19M - £58M,"£25,000 p/w",Left,Very Strong,Reasonable,Fairly Loyal,Level-headed,11,15,13,10,14,11,12,11,12,13,14,7,14,13,8,13,13,13,12,13,14,7,10,11,12,13,11,16,14,12,9,11,14,13,15,10,3,3,1,3,3,2,3,3,2,3,3
- - -,Inj,83169933,Chiquinho,AM (RL),Wolves,POR,179 cm,72 kg,22,£10.5M - £32M,"£25,000 p/w",Right Only,Weak,Very Strong,Balanced,Media-friendly,10,14,16,12,14,7,8,11,8,7,11,11,11,15,15,12,12,10,9,10,13,16,8,13,6,8,13,14,16,15,11,10,14,14,12,11,1,3,1,1,2,3,2,3,3,1,3
- - -,,28117372,Nathan Collins,D (C),Wolves,IRL,196 cm,89 kg,21,£19M - £56M,"£30,000 p/w",Right,Weak,Very Strong,Perfectionist,"Media-friendly, Reserved",4,6,9,3,11,5,15,4,6,14,11,5,15,11,13,14,17,15,14,13,14,4,13,3,14,15,10,15,13,11,12,15,15,14,14,14,1,1,1,3,2,2,2,2,2,3,3
- - -,Inj,29058892,Danny Ward,GK,Leicester,WAL,193 cm,88 kg,29,£2.2M - £6.6M,"£35,000 p/w",Right,Weak,Very Strong,Spirited,Unflappable,5,2,2,1,10,8,3,3,1,3,11,3,2,10,12,13,13,13,13,12,14,1,11,1,12,12,11,11,12,12,12,12,13,11,13,13,13,14,13,6,14,13,11,9,13,13,13
- - -,Wnt,28122839,Malachi Fagan-Walcott,D (C),Tottenham,ENG,189 cm,83 kg,20,£150K - £475K,"£2,000 p/w",Right Only,Weak,Very Strong,Balanced,Level-headed,6,3,5,7,10,7,11,6,10,10,9,6,13,10,6,9,11,9,9,8,12,6,10,11,11,12,10,15,17,11,12,16,13,17,12,13,1,2,3,2,3,1,1,3,1,2,2
- - -,Wnt,48036809,Romain Perraud,D/WB (L),Southampton,FRA,173 cm,68 kg,24,£5.6M - £16.5M,"£40,000 p/w",Left,Very Strong,Weak,Fairly Determined,Level-headed,10,14,12,8,12,13,8,16,8,10,12,10,12,14,14,13,14,13,13,13,15,12,8,15,13,14,13,15,13,14,15,7,15,13,15,10,2,3,3,1,1,1,2,2,2,2,3
- - -,,29071914,Jack Stephens,"D (C), DM",Bournemouth,ENG,185 cm,84 kg,28,£4.1M - £12.5M,"£45,000 p/w",Right,Reasonable,Very Strong,Balanced,Level-headed,9,10,11,7,13,10,14,8,10,14,13,9,14,13,13,14,14,14,13,12,14,11,14,10,13,13,12,12,11,11,11,14,13,11,13,14,2,3,2,1,3,3,3,2,2,3,1
- - -,Wnt,29158244,Lloyd Kelly,D (LC),Bournemouth,ENG,191 cm,86 kg,23,£9.8M - £29M,"£35,000 p/w",Left,Very Strong,Reasonable,Fairly Sporting,Level-headed,7,12,10,6,11,5,13,6,12,14,13,7,14,12,10,13,12,14,11,14,13,6,13,9,13,13,9,13,13,13,14,14,11,14,14,13,1,2,1,1,2,3,1,1,3,3,1
- - -,,28027621,Shane Duffy,D (C),Fulham,IRL,193 cm,77 kg,30,£3M - £9M,"£55,000 p/w",Right,Weak,Very Strong,Spirited,Media-friendly,3,4,5,7,8,5,16,6,7,14,9,6,16,8,15,14,18,8,14,14,17,4,15,6,15,14,7,15,8,8,8,18,14,9,16,16,1,1,2,3,1,3,3,2,2,3,3
- - -,,29189400,Brennan Johnson,"AM (RC), ST (C)",Nottm Forest,WAL,180 cm,72 kg,21,£26M - £77M,"£40,000 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,8,13,14,13,12,11,8,10,5,7,14,14,6,13,6,11,12,13,10,13,12,13,10,13,8,12,12,13,16,13,12,8,14,15,13,9,3,1,2,1,3,1,3,3,2,4,3
- - -,,6601602,Moussa Djénépo,M/AM (RL),Southampton,MLI,177 cm,66 kg,24,£2.1M - £6.2M,"£50,000 p/w",Right,Reasonable,Very Strong,Balanced,Media-friendly,10,11,15,7,12,8,8,8,7,8,12,7,5,13,10,8,14,10,11,10,14,12,7,12,5,12,8,13,16,14,15,9,10,16,14,12,1,3,2,2,3,3,2,3,1,1,3
- - -,,89046527,Joe Aribo,"M (C), AM (RLC)",Southampton,NGA,188 cm,74 kg,25,£9.2M - £27M,"£60,000 p/w",Left Only,Very Strong,Weak,Balanced,Media-friendly,10,11,16,14,19,8,8,12,6,6,13,9,10,16,7,16,6,15,10,12,11,15,5,14,9,11,14,15,11,14,15,13,14,13,14,15,1,1,3,1,1,1,1,3,1,3,3
- - -,,91157307,Deniz Undav,"AM (RL), ST (C)",Brighton,GER,178 cm,86 kg,25,£2.7M - £8M,"£21,500 p/w",Right,Reasonable,Very Strong,Fairly Determined,Media-friendly,7,9,13,17,13,8,14,9,4,5,10,11,7,12,10,11,16,13,11,9,15,10,6,13,12,12,12,11,13,12,16,11,9,13,13,15,1,2,1,2,1,4,3,1,3,2,2
- - -,,92102718,Armel Bella-Kotchap,D (C),Southampton,GER,190 cm,87 kg,20,£12.5M - £38M,"£40,000 p/w",Right,Fairly Strong,Very Strong,Jovial,Media-friendly,4,7,10,6,12,5,13,7,9,13,13,7,13,12,10,13,13,10,11,11,12,9,9,6,14,12,10,12,14,11,14,16,13,15,11,15,1,1,3,3,3,1,2,1,2,1,3
- - -,,5004726,Darren Randolph,GK,West Ham,IRL,188 cm,98 kg,35,£1.6M - £4.7M,"£40,000 p/w",Right,Reasonable,Very Strong,Resolute,Level-headed,3,1,1,3,11,5,6,3,10,1,11,1,5,11,10,10,12,13,9,10,15,5,14,11,14,10,9,9,9,15,15,15,12,9,13,15,14,14,13,11,15,13,14,10,16,11,11
- - -,Lst,151741,Matt Ritchie,"WB (L), M/AM (RL)",Newcastle,SCO,172 cm,76 kg,32,£1.6M,"£45,000 p/w",Left,Very Strong,Weak,Balanced,Media-friendly,12,15,11,13,12,13,8,12,5,10,13,15,12,12,15,11,15,12,12,12,14,10,15,11,12,15,12,18,11,11,13,6,16,11,13,11,2,1,2,2,1,1,4,2,1,2,2
- - -,,28116003,Nathan Ferguson,D (RLC),Crystal Palace,ENG,178 cm,80 kg,21,£3.5M - £10.5M,"£30,000 p/w",Right,Fairly Strong,Very Strong,Balanced,Media-friendly,7,10,12,6,12,4,12,8,8,13,11,9,14,12,11,13,12,10,12,11,12,9,8,11,13,12,9,11,13,12,13,11,8,12,12,14,1,2,1,3,1,1,1,4,2,1,2
